identifier,fingerprint,outcome,organic___0___inchikey,organic___0___inchi,organic___0___chemname,organic___0___molarity,organic___0___molarity_max,inorganic___0___inchikey,inorganic___0___inchi,inorganic___0___chemname,inorganic___0___molarity,inorganic___0___molarity_max,solvent___0___inchikey,solvent___0___inchi,solvent___0___chemname,solvent___0___molarity,solvent___0___molarity_max,acid___0___inchikey,acid___0___inchi,acid___0___chemname,acid___0___molarity,acid___0___molarity_max,alpha_vial_volume,beta_vial_volume,reaction_time,reaction_temperature,antisolvent_identity
2019-12-03T14_26_34.696140+00_00_LBL_G7,1%1%1%1,4,ZEVRFFCPALTVDN-UHFFFAOYSA-N,"InChI=1S/C7H15N.HI/c1-8-7-5-3-2-4-6-7;/h7-8H,2-6H2,1H3;1H",Cyclohexylmethylammonium iodide,1.03231121098647,6.242022313466882,RQQRAHKHDFPBMC-UHFFFAOYSA-L,InChI=1S/2HI.Pb/h2*1H;/q;;+2/p-2,Lead Diiodide,0.43298958179362,13.36196611787163,YEJRWHAVMIAJKC-UHFFFAOYSA-N,InChI=1S/C4H6O2/c5-4-2-1-3-6-4/h1-3H2,Gamma-Butyrolactone,10.384483859771764,13.009641073295388,BDAGIHXWWSANSR-UHFFFAOYSA-N,"InChI=1S/CH2O2/c2-1-3/h1H,(H,2,3)",Formic Acid,0.1060178144688244,26.50445361720617,0.00025,0.0006,57600.0,85.0,YMWUJEATGCHHMB-UHFFFAOYSA-N
2019-12-03T14_26_34.696140+00_00_LBL_A9,1%1%1%1,3,ZEVRFFCPALTVDN-UHFFFAOYSA-N,"InChI=1S/C7H15N.HI/c1-8-7-5-3-2-4-6-7;/h7-8H,2-6H2,1H3;1H",Cyclohexylmethylammonium iodide,1.1319817492937387,6.242022313466882,RQQRAHKHDFPBMC-UHFFFAOYSA-L,InChI=1S/2HI.Pb/h2*1H;/q;;+2/p-2,Lead Diiodide,0.7711338266229232,13.36196611787163,YEJRWHAVMIAJKC-UHFFFAOYSA-N,InChI=1S/C4H6O2/c5-4-2-1-3-6-4/h1-3H2,Gamma-Butyrolactone,9.587329271935397,13.009641073295388,BDAGIHXWWSANSR-UHFFFAOYSA-N,"InChI=1S/CH2O2/c2-1-3/h1H,(H,2,3)",Formic Acid,0.636106886812948,26.50445361720617,0.00025,0.0006,57600.0,85.0,YMWUJEATGCHHMB-UHFFFAOYSA-N
2019-12-03T14_26_34.696140+00_00_LBL_C9,1%1%1%1,4,ZEVRFFCPALTVDN-UHFFFAOYSA-N,"InChI=1S/C7H15N.HI/c1-8-7-5-3-2-4-6-7;/h7-8H,2-6H2,1H3;1H",Cyclohexylmethylammonium iodide,0.5603135138632913,6.242022313466882,RQQRAHKHDFPBMC-UHFFFAOYSA-L,InChI=1S/2HI.Pb/h2*1H;/q;;+2/p-2,Lead Diiodide,0.27325791163108515,13.36196611787163,YEJRWHAVMIAJKC-UHFFFAOYSA-N,InChI=1S/C4H6O2/c5-4-2-1-3-6-4/h1-3H2,Gamma-Butyrolactone,9.067898686301543,13.009641073295388,BDAGIHXWWSANSR-UHFFFAOYSA-N,"InChI=1S/CH2O2/c2-1-3/h1H,(H,2,3)",Formic Acid,5.109292263557818,26.50445361720617,0.000249,0.0006,57600.0,85.0,YMWUJEATGCHHMB-UHFFFAOYSA-N
2019-12-03T14_26_34.696140+00_00_LBL_E9,1%1%1%1,4,ZEVRFFCPALTVDN-UHFFFAOYSA-N,"InChI=1S/C7H15N.HI/c1-8-7-5-3-2-4-6-7;/h7-8H,2-6H2,1H3;1H",Cyclohexylmethylammonium iodide,1.641379135384646,6.242022313466882,RQQRAHKHDFPBMC-UHFFFAOYSA-L,InChI=1S/2HI.Pb/h2*1H;/q;;+2/p-2,Lead Diiodide,0.0865979163587236,13.36196611787163,YEJRWHAVMIAJKC-UHFFFAOYSA-N,InChI=1S/C4H6O2/c5-4-2-1-3-6-4/h1-3H2,Gamma-Butyrolactone,8.25543383526906,13.009641073295388,BDAGIHXWWSANSR-UHFFFAOYSA-N,"InChI=1S/CH2O2/c2-1-3/h1H,(H,2,3)",Formic Acid,2.5444275472517925,26.50445361720617,0.00025,0.0006,57600.0,85.0,YMWUJEATGCHHMB-UHFFFAOYSA-N
2019-12-03T14_26_34.696140+00_00_LBL_G9,1%1%1%1,4,ZEVRFFCPALTVDN-UHFFFAOYSA-N,"InChI=1S/C7H15N.HI/c1-8-7-5-3-2-4-6-7;/h7-8H,2-6H2,1H3;1H",Cyclohexylmethylammonium iodide,1.5891140349138548,6.242022313466882,RQQRAHKHDFPBMC-UHFFFAOYSA-L,InChI=1S/2HI.Pb/h2*1H;/q;;+2/p-2,Lead Diiodide,0.2103092254426152,13.36196611787163,YEJRWHAVMIAJKC-UHFFFAOYSA-N,InChI=1S/C4H6O2/c5-4-2-1-3-6-4/h1-3H2,Gamma-Butyrolactone,8.92041692596517,13.009641073295388,BDAGIHXWWSANSR-UHFFFAOYSA-N,"InChI=1S/CH2O2/c2-1-3/h1H,(H,2,3)",Formic Acid,1.1661959591570712,26.50445361720617,0.00025,0.0006,57600.0,85.0,YMWUJEATGCHHMB-UHFFFAOYSA-N
2019-12-03T14_26_34.696140+00_00_LBL_A11,1%1%1%1,4,ZEVRFFCPALTVDN-UHFFFAOYSA-N,"InChI=1S/C7H15N.HI/c1-8-7-5-3-2-4-6-7;/h7-8H,2-6H2,1H3;1H",Cyclohexylmethylammonium iodide,0.2659167291873656,6.242022313466882,RQQRAHKHDFPBMC-UHFFFAOYSA-L,InChI=1S/2HI.Pb/h2*1H;/q;;+2/p-2,Lead Diiodide,0.0577319442391492,13.36196611787163,YEJRWHAVMIAJKC-UHFFFAOYSA-N,InChI=1S/C4H6O2/c5-4-2-1-3-6-4/h1-3H2,Gamma-Butyrolactone,11.254358555419033,13.009641073295388,BDAGIHXWWSANSR-UHFFFAOYSA-N,"InChI=1S/CH2O2/c2-1-3/h1H,(H,2,3)",Formic Acid,2.332391918314143,26.50445361720617,0.00025,0.0006,57600.0,85.0,YMWUJEATGCHHMB-UHFFFAOYSA-N
2019-12-03T14_26_34.696140+00_00_LBL_C11,1%1%1%1,3,ZEVRFFCPALTVDN-UHFFFAOYSA-N,"InChI=1S/C7H15N.HI/c1-8-7-5-3-2-4-6-7;/h7-8H,2-6H2,1H3;1H",Cyclohexylmethylammonium iodide,0.4358929432138528,6.242022313466882,RQQRAHKHDFPBMC-UHFFFAOYSA-L,InChI=1S/2HI.Pb/h2*1H;/q;;+2/p-2,Lead Diiodide,0.1938143842314296,13.36196611787163,YEJRWHAVMIAJKC-UHFFFAOYSA-N,InChI=1S/C4H6O2/c5-4-2-1-3-6-4/h1-3H2,Gamma-Butyrolactone,5.459665825921393,13.009641073295388,BDAGIHXWWSANSR-UHFFFAOYSA-N,"InChI=1S/CH2O2/c2-1-3/h1H,(H,2,3)",Formic Acid,13.14620899413426,26.50445361720617,0.00025,0.0006,57600.0,85.0,YMWUJEATGCHHMB-UHFFFAOYSA-N
2019-12-03T14_26_34.696140+00_00_LBL_E11,1%1%1%1,4,ZEVRFFCPALTVDN-UHFFFAOYSA-N,"InChI=1S/C7H15N.HI/c1-8-7-5-3-2-4-6-7;/h7-8H,2-6H2,1H3;1H",Cyclohexylmethylammonium iodide,0.430865517484268,6.242022313466882,RQQRAHKHDFPBMC-UHFFFAOYSA-L,InChI=1S/2HI.Pb/h2*1H;/q;;+2/p-2,Lead Diiodide,0.131958729689484,13.36196611787163,YEJRWHAVMIAJKC-UHFFFAOYSA-N,InChI=1S/C4H6O2/c5-4-2-1-3-6-4/h1-3H2,Gamma-Butyrolactone,10.31791657604985,13.009641073295388,BDAGIHXWWSANSR-UHFFFAOYSA-N,"InChI=1S/CH2O2/c2-1-3/h1H,(H,2,3)",Formic Acid,3.3925700630023896,26.50445361720617,0.00025,0.0006,57600.0,85.0,YMWUJEATGCHHMB-UHFFFAOYSA-N
2019-12-03T14_26_34.696140+00_00_LBL_G11,1%1%1%1,4,ZEVRFFCPALTVDN-UHFFFAOYSA-N,"InChI=1S/C7H15N.HI/c1-8-7-5-3-2-4-6-7;/h7-8H,2-6H2,1H3;1H",Cyclohexylmethylammonium iodide,0.754078269750242,6.242022313466882,RQQRAHKHDFPBMC-UHFFFAOYSA-L,InChI=1S/2HI.Pb/h2*1H;/q;;+2/p-2,Lead Diiodide,0.29161696364396694,13.36196611787163,YEJRWHAVMIAJKC-UHFFFAOYSA-N,InChI=1S/C4H6O2/c5-4-2-1-3-6-4/h1-3H2,Gamma-Butyrolactone,9.80644904689836,13.009641073295388,BDAGIHXWWSANSR-UHFFFAOYSA-N,"InChI=1S/CH2O2/c2-1-3/h1H,(H,2,3)",Formic Acid,2.7454812511847027,26.50445361720617,0.000251,0.0006,57600.0,85.0,YMWUJEATGCHHMB-UHFFFAOYSA-N
2019-12-03T16_04_22.236974+00_00_LBL_A1,1%1%1%1,4,JMXLWMIFDJCGBV-UHFFFAOYSA-N,"InChI=1S/C2H7N.HI/c1-3-2;/h3H,1-2H3;1H",Dimethylammonium iodide,1.660417620396354,11.779441521651153,RQQRAHKHDFPBMC-UHFFFAOYSA-L,InChI=1S/2HI.Pb/h2*1H;/q;;+2/p-2,Lead Diiodide,0.575637855921346,13.36196611787163,ZMXDDKWLCZADIW-UHFFFAOYSA-N,"InChI=1S/C3H7NO/c1-4(2)3-5/h3H,1-2H3",Dimethylformamide,9.194130376823088,12.913816689466485,BDAGIHXWWSANSR-UHFFFAOYSA-N,"InChI=1S/CH2O2/c2-1-3/h1H,(H,2,3)",Formic Acid,2.7564631761894414,26.50445361720617,0.00025,0.0006,57600.0,85.0,YMWUJEATGCHHMB-UHFFFAOYSA-N
2019-12-03T16_04_22.236974+00_00_LBL_C1,1%1%1%1,3,JMXLWMIFDJCGBV-UHFFFAOYSA-N,"InChI=1S/C2H7N.HI/c1-3-2;/h3H,1-2H3;1H",Dimethylammonium iodide,1.0209952199747523,11.779441521651153,RQQRAHKHDFPBMC-UHFFFAOYSA-L,InChI=1S/2HI.Pb/h2*1H;/q;;+2/p-2,Lead Diiodide,0.10765728859069157,13.36196611787163,ZMXDDKWLCZADIW-UHFFFAOYSA-N,"InChI=1S/C3H7NO/c1-4(2)3-5/h3H,1-2H3",Dimethylformamide,6.763493608292881,12.913816689466485,BDAGIHXWWSANSR-UHFFFAOYSA-N,"InChI=1S/CH2O2/c2-1-3/h1H,(H,2,3)",Formic Acid,10.112140938291512,26.50445361720617,0.000249,0.0006,57600.0,85.0,YMWUJEATGCHHMB-UHFFFAOYSA-N
2019-12-03T16_04_22.236974+00_00_LBL_E1,1%1%1%1,4,JMXLWMIFDJCGBV-UHFFFAOYSA-N,"InChI=1S/C2H7N.HI/c1-3-2;/h3H,1-2H3;1H",Dimethylammonium iodide,1.4742319596896447,11.779441521651153,RQQRAHKHDFPBMC-UHFFFAOYSA-L,InChI=1S/2HI.Pb/h2*1H;/q;;+2/p-2,Lead Diiodide,0.790091174794004,13.36196611787163,ZMXDDKWLCZADIW-UHFFFAOYSA-N,"InChI=1S/C3H7NO/c1-4(2)3-5/h3H,1-2H3",Dimethylformamide,8.829398355897528,12.913816689466485,BDAGIHXWWSANSR-UHFFFAOYSA-N,"InChI=1S/CH2O2/c2-1-3/h1H,(H,2,3)",Formic Acid,3.4985878774712145,26.50445361720617,0.00025,0.0006,57600.0,85.0,YMWUJEATGCHHMB-UHFFFAOYSA-N
2019-12-03T16_04_22.236974+00_00_LBL_G1,1%1%1%1,4,JMXLWMIFDJCGBV-UHFFFAOYSA-N,"InChI=1S/C2H7N.HI/c1-3-2;/h3H,1-2H3;1H",Dimethylammonium iodide,1.0014914333075,11.779441521651153,RQQRAHKHDFPBMC-UHFFFAOYSA-L,InChI=1S/2HI.Pb/h2*1H;/q;;+2/p-2,Lead Diiodide,0.26524489439513,13.36196611787163,ZMXDDKWLCZADIW-UHFFFAOYSA-N,"InChI=1S/C3H7NO/c1-4(2)3-5/h3H,1-2H3",Dimethylformamide,9.803252493060345,12.913816689466485,BDAGIHXWWSANSR-UHFFFAOYSA-N,"InChI=1S/CH2O2/c2-1-3/h1H,(H,2,3)",Formic Acid,3.6046056919400393,26.50445361720617,0.00025,0.0006,57600.0,85.0,YMWUJEATGCHHMB-UHFFFAOYSA-N
2019-12-03T16_04_22.236974+00_00_LBL_A3,1%1%1%1,4,JMXLWMIFDJCGBV-UHFFFAOYSA-N,"InChI=1S/C2H7N.HI/c1-3-2;/h3H,1-2H3;1H",Dimethylammonium iodide,0.21433285881513134,11.779441521651153,RQQRAHKHDFPBMC-UHFFFAOYSA-L,InChI=1S/2HI.Pb/h2*1H;/q;;+2/p-2,Lead Diiodide,0.18698371176278072,13.36196611787163,ZMXDDKWLCZADIW-UHFFFAOYSA-N,"InChI=1S/C3H7NO/c1-4(2)3-5/h3H,1-2H3",Dimethylformamide,10.164308580246283,12.913816689466485,BDAGIHXWWSANSR-UHFFFAOYSA-N,"InChI=1S/CH2O2/c2-1-3/h1H,(H,2,3)",Formic Acid,4.789961497085453,26.50445361720617,0.000249,0.0006,57600.0,85.0,YMWUJEATGCHHMB-UHFFFAOYSA-N
2019-12-03T16_04_22.236974+00_00_LBL_C3,1%1%1%1,2,JMXLWMIFDJCGBV-UHFFFAOYSA-N,"InChI=1S/C2H7N.HI/c1-3-2;/h3H,1-2H3;1H",Dimethylammonium iodide,0.4562663742369412,11.779441521651153,RQQRAHKHDFPBMC-UHFFFAOYSA-L,InChI=1S/2HI.Pb/h2*1H;/q;;+2/p-2,Lead Diiodide,0.3216799783089872,13.36196611787163,ZMXDDKWLCZADIW-UHFFFAOYSA-N,"InChI=1S/C3H7NO/c1-4(2)3-5/h3H,1-2H3",Dimethylformamide,6.214019779334479,12.913816689466485,BDAGIHXWWSANSR-UHFFFAOYSA-N,"InChI=1S/CH2O2/c2-1-3/h1H,(H,2,3)",Formic Acid,12.086030849446015,26.50445361720617,0.00025,0.0006,57600.0,85.0,YMWUJEATGCHHMB-UHFFFAOYSA-N
2019-12-03T16_04_22.236974+00_00_LBL_E3,1%1%1%1,4,JMXLWMIFDJCGBV-UHFFFAOYSA-N,"InChI=1S/C2H7N.HI/c1-3-2;/h3H,1-2H3;1H",Dimethylammonium iodide,1.7813118831183588,11.779441521651153,RQQRAHKHDFPBMC-UHFFFAOYSA-L,InChI=1S/2HI.Pb/h2*1H;/q;;+2/p-2,Lead Diiodide,0.8295957335337044,13.36196611787163,ZMXDDKWLCZADIW-UHFFFAOYSA-N,"InChI=1S/C3H7NO/c1-4(2)3-5/h3H,1-2H3",Dimethylformamide,9.022774572354004,12.913816689466485,BDAGIHXWWSANSR-UHFFFAOYSA-N,"InChI=1S/CH2O2/c2-1-3/h1H,(H,2,3)",Formic Acid,2.332391918314143,26.50445361720617,0.00025,0.0006,57600.0,85.0,YMWUJEATGCHHMB-UHFFFAOYSA-N
2019-12-03T16_04_22.236974+00_00_LBL_G3,1%1%1%1,2,JMXLWMIFDJCGBV-UHFFFAOYSA-N,"InChI=1S/C2H7N.HI/c1-3-2;/h3H,1-2H3;1H",Dimethylammonium iodide,0.6990364111160964,11.779441521651153,RQQRAHKHDFPBMC-UHFFFAOYSA-L,InChI=1S/2HI.Pb/h2*1H;/q;;+2/p-2,Lead Diiodide,0.1636617433501864,13.36196611787163,ZMXDDKWLCZADIW-UHFFFAOYSA-N,"InChI=1S/C3H7NO/c1-4(2)3-5/h3H,1-2H3",Dimethylformamide,11.679357922095104,12.913816689466485,BDAGIHXWWSANSR-UHFFFAOYSA-N,"InChI=1S/CH2O2/c2-1-3/h1H,(H,2,3)",Formic Acid,0.636106886812948,26.50445361720617,0.00025,0.0006,57600.0,85.0,YMWUJEATGCHHMB-UHFFFAOYSA-N
2019-12-03T16_04_22.236974+00_00_LBL_A5,1%1%1%1,3,JMXLWMIFDJCGBV-UHFFFAOYSA-N,"InChI=1S/C2H7N.HI/c1-3-2;/h3H,1-2H3;1H",Dimethylammonium iodide,0.7823990882662156,11.779441521651153,RQQRAHKHDFPBMC-UHFFFAOYSA-L,InChI=1S/2HI.Pb/h2*1H;/q;;+2/p-2,Lead Diiodide,0.660290481792132,13.36196611787163,ZMXDDKWLCZADIW-UHFFFAOYSA-N,"InChI=1S/C3H7NO/c1-4(2)3-5/h3H,1-2H3",Dimethylformamide,5.219294686700085,12.913816689466485,BDAGIHXWWSANSR-UHFFFAOYSA-N,"InChI=1S/CH2O2/c2-1-3/h1H,(H,2,3)",Formic Acid,12.722137736258961,26.50445361720617,0.00025,0.0006,57600.0,85.0,YMWUJEATGCHHMB-UHFFFAOYSA-N
2019-12-03T16_04_22.236974+00_00_LBL_C5,1%1%1%1,4,JMXLWMIFDJCGBV-UHFFFAOYSA-N,"InChI=1S/C2H7N.HI/c1-3-2;/h3H,1-2H3;1H",Dimethylammonium iodide,1.2028133060487904,11.779441521651153,RQQRAHKHDFPBMC-UHFFFAOYSA-L,InChI=1S/2HI.Pb/h2*1H;/q;;+2/p-2,Lead Diiodide,0.5836158276232245,13.36196611787163,ZMXDDKWLCZADIW-UHFFFAOYSA-N,"InChI=1S/C3H7NO/c1-4(2)3-5/h3H,1-2H3",Dimethylformamide,9.942012035848075,12.913816689466485,BDAGIHXWWSANSR-UHFFFAOYSA-N,"InChI=1S/CH2O2/c2-1-3/h1H,(H,2,3)",Formic Acid,2.235315365306544,26.50445361720617,0.000249,0.0006,57600.0,85.0,YMWUJEATGCHHMB-UHFFFAOYSA-N
2019-12-03T16_04_22.236974+00_00_LBL_E5,1%1%1%1,4,JMXLWMIFDJCGBV-UHFFFAOYSA-N,"InChI=1S/C2H7N.HI/c1-3-2;/h3H,1-2H3;1H",Dimethylammonium iodide,0.8266018378573644,11.779441521651153,RQQRAHKHDFPBMC-UHFFFAOYSA-L,InChI=1S/2HI.Pb/h2*1H;/q;;+2/p-2,Lead Diiodide,0.1975227936985008,13.36196611787163,ZMXDDKWLCZADIW-UHFFFAOYSA-N,"InChI=1S/C3H7NO/c1-4(2)3-5/h3H,1-2H3",Dimethylformamide,10.783608669875132,12.913816689466485,BDAGIHXWWSANSR-UHFFFAOYSA-N,"InChI=1S/CH2O2/c2-1-3/h1H,(H,2,3)",Formic Acid,2.120356289376494,26.50445361720617,0.00025,0.0006,57600.0,85.0,YMWUJEATGCHHMB-UHFFFAOYSA-N
2019-12-03T16_04_22.236974+00_00_LBL_G5,1%1%1%1,4,JMXLWMIFDJCGBV-UHFFFAOYSA-N,"InChI=1S/C2H7N.HI/c1-3-2;/h3H,1-2H3;1H",Dimethylammonium iodide,1.4806870836978403,11.779441521651153,RQQRAHKHDFPBMC-UHFFFAOYSA-L,InChI=1S/2HI.Pb/h2*1H;/q;;+2/p-2,Lead Diiodide,1.0482420204883163,13.36196611787163,ZMXDDKWLCZADIW-UHFFFAOYSA-N,"InChI=1S/C3H7NO/c1-4(2)3-5/h3H,1-2H3",Dimethylformamide,9.08461021560275,12.913816689466485,BDAGIHXWWSANSR-UHFFFAOYSA-N,"InChI=1S/CH2O2/c2-1-3/h1H,(H,2,3)",Formic Acid,2.448202542954787,26.50445361720617,0.000249,0.0006,57600.0,85.0,YMWUJEATGCHHMB-UHFFFAOYSA-N
2019-12-03T16_04_22.236974+00_00_LBL_A7,1%1%1%1,2,JMXLWMIFDJCGBV-UHFFFAOYSA-N,"InChI=1S/C2H7N.HI/c1-3-2;/h3H,1-2H3;1H",Dimethylammonium iodide,0.4963974082420996,11.779441521651153,RQQRAHKHDFPBMC-UHFFFAOYSA-L,InChI=1S/2HI.Pb/h2*1H;/q;;+2/p-2,Lead Diiodide,0.4684111964850168,13.36196611787163,ZMXDDKWLCZADIW-UHFFFAOYSA-N,"InChI=1S/C3H7NO/c1-4(2)3-5/h3H,1-2H3",Dimethylformamide,8.249390573431674,12.913816689466485,BDAGIHXWWSANSR-UHFFFAOYSA-N,"InChI=1S/CH2O2/c2-1-3/h1H,(H,2,3)",Formic Acid,7.527264827286554,26.50445361720617,0.00025,0.0006,57600.0,85.0,YMWUJEATGCHHMB-UHFFFAOYSA-N
2019-12-03T16_04_22.236974+00_00_LBL_C7,1%1%1%1,1,JMXLWMIFDJCGBV-UHFFFAOYSA-N,"InChI=1S/C2H7N.HI/c1-3-2;/h3H,1-2H3;1H",Dimethylammonium iodide,1.7935998647990352,11.779441521651153,RQQRAHKHDFPBMC-UHFFFAOYSA-L,InChI=1S/2HI.Pb/h2*1H;/q;;+2/p-2,Lead Diiodide,0.0282175419569284,13.36196611787163,ZMXDDKWLCZADIW-UHFFFAOYSA-N,"InChI=1S/C3H7NO/c1-4(2)3-5/h3H,1-2H3",Dimethylformamide,7.304351059730277,12.913816689466485,BDAGIHXWWSANSR-UHFFFAOYSA-N,"InChI=1S/CH2O2/c2-1-3/h1H,(H,2,3)",Formic Acid,7.421247012817728,26.50445361720617,0.00025,0.0006,57600.0,85.0,YMWUJEATGCHHMB-UHFFFAOYSA-N
2019-12-03T16_04_22.236974+00_00_LBL_E7,1%1%1%1,4,JMXLWMIFDJCGBV-UHFFFAOYSA-N,"InChI=1S/C2H7N.HI/c1-3-2;/h3H,1-2H3;1H",Dimethylammonium iodide,0.5572675222745542,11.779441521651153,RQQRAHKHDFPBMC-UHFFFAOYSA-L,InChI=1S/2HI.Pb/h2*1H;/q;;+2/p-2,Lead Diiodide,0.5156217506185772,13.36196611787163,ZMXDDKWLCZADIW-UHFFFAOYSA-N,"InChI=1S/C3H7NO/c1-4(2)3-5/h3H,1-2H3",Dimethylformamide,9.367007650728816,12.913816689466485,BDAGIHXWWSANSR-UHFFFAOYSA-N,"InChI=1S/CH2O2/c2-1-3/h1H,(H,2,3)",Formic Acid,5.002848674733695,26.50445361720617,0.000249,0.0006,57600.0,85.0,YMWUJEATGCHHMB-UHFFFAOYSA-N
2019-12-03T16_04_22.236974+00_00_LBL_G7,1%1%1%1,4,JMXLWMIFDJCGBV-UHFFFAOYSA-N,"InChI=1S/C2H7N.HI/c1-3-2;/h3H,1-2H3;1H",Dimethylammonium iodide,2.221733151766647,11.779441521651153,RQQRAHKHDFPBMC-UHFFFAOYSA-L,InChI=1S/2HI.Pb/h2*1H;/q;;+2/p-2,Lead Diiodide,0.5552849622046212,13.36196611787163,ZMXDDKWLCZADIW-UHFFFAOYSA-N,"InChI=1S/C3H7NO/c1-4(2)3-5/h3H,1-2H3",Dimethylformamide,9.163525892982982,12.913816689466485,BDAGIHXWWSANSR-UHFFFAOYSA-N,"InChI=1S/CH2O2/c2-1-3/h1H,(H,2,3)",Formic Acid,1.5966538323618173,26.50445361720617,0.000249,0.0006,57600.0,85.0,YMWUJEATGCHHMB-UHFFFAOYSA-N
2019-12-03T16_04_22.236974+00_00_LBL_A9,1%1%1%1,3,JMXLWMIFDJCGBV-UHFFFAOYSA-N,"InChI=1S/C2H7N.HI/c1-3-2;/h3H,1-2H3;1H",Dimethylammonium iodide,0.5872246409107447,11.779441521651153,RQQRAHKHDFPBMC-UHFFFAOYSA-L,InChI=1S/2HI.Pb/h2*1H;/q;;+2/p-2,Lead Diiodide,0.5722834814557832,13.36196611787163,ZMXDDKWLCZADIW-UHFFFAOYSA-N,"InChI=1S/C3H7NO/c1-4(2)3-5/h3H,1-2H3",Dimethylformamide,4.974798717722872,12.913816689466485,BDAGIHXWWSANSR-UHFFFAOYSA-N,"InChI=1S/CH2O2/c2-1-3/h1H,(H,2,3)",Formic Acid,13.837666547135752,26.50445361720617,0.000249,0.0006,57600.0,85.0,YMWUJEATGCHHMB-UHFFFAOYSA-N
2019-12-03T16_04_22.236974+00_00_LBL_C9,1%1%1%1,4,JMXLWMIFDJCGBV-UHFFFAOYSA-N,"InChI=1S/C2H7N.HI/c1-3-2;/h3H,1-2H3;1H",Dimethylammonium iodide,2.215790687362193,11.779441521651153,RQQRAHKHDFPBMC-UHFFFAOYSA-L,InChI=1S/2HI.Pb/h2*1H;/q;;+2/p-2,Lead Diiodide,0.23046199606256496,13.36196611787163,ZMXDDKWLCZADIW-UHFFFAOYSA-N,"InChI=1S/C3H7NO/c1-4(2)3-5/h3H,1-2H3",Dimethylformamide,7.174941924937281,12.913816689466485,BDAGIHXWWSANSR-UHFFFAOYSA-N,"InChI=1S/CH2O2/c2-1-3/h1H,(H,2,3)",Formic Acid,6.335725964272392,26.50445361720617,0.000251,0.0006,57600.0,85.0,YMWUJEATGCHHMB-UHFFFAOYSA-N
2019-12-03T16_04_22.236974+00_00_LBL_E9,1%1%1%1,1,JMXLWMIFDJCGBV-UHFFFAOYSA-N,"InChI=1S/C2H7N.HI/c1-3-2;/h3H,1-2H3;1H",Dimethylammonium iodide,2.0651840604488596,11.779441521651153,RQQRAHKHDFPBMC-UHFFFAOYSA-L,InChI=1S/2HI.Pb/h2*1H;/q;;+2/p-2,Lead Diiodide,0.0056435083913856,13.36196611787163,ZMXDDKWLCZADIW-UHFFFAOYSA-N,"InChI=1S/C3H7NO/c1-4(2)3-5/h3H,1-2H3",Dimethylformamide,9.301261617638321,12.913816689466485,BDAGIHXWWSANSR-UHFFFAOYSA-N,"InChI=1S/CH2O2/c2-1-3/h1H,(H,2,3)",Formic Acid,2.7564631761894414,26.50445361720617,0.00025,0.0006,57600.0,85.0,YMWUJEATGCHHMB-UHFFFAOYSA-N
2019-12-03T16_04_22.236974+00_00_LBL_G9,1%1%1%1,4,JMXLWMIFDJCGBV-UHFFFAOYSA-N,"InChI=1S/C2H7N.HI/c1-3-2;/h3H,1-2H3;1H",Dimethylammonium iodide,1.3141823667419934,11.779441521651153,RQQRAHKHDFPBMC-UHFFFAOYSA-L,InChI=1S/2HI.Pb/h2*1H;/q;;+2/p-2,Lead Diiodide,1.2310043204317507,13.36196611787163,ZMXDDKWLCZADIW-UHFFFAOYSA-N,"InChI=1S/C3H7NO/c1-4(2)3-5/h3H,1-2H3",Dimethylformamide,9.717415294160382,12.913816689466485,BDAGIHXWWSANSR-UHFFFAOYSA-N,"InChI=1S/CH2O2/c2-1-3/h1H,(H,2,3)",Formic Acid,1.1615497601166045,26.50445361720617,0.00025100000000000003,0.0006,57600.0,85.0,YMWUJEATGCHHMB-UHFFFAOYSA-N
2019-12-03T16_04_22.236974+00_00_LBL_A11,1%1%1%1,2,JMXLWMIFDJCGBV-UHFFFAOYSA-N,"InChI=1S/C2H7N.HI/c1-3-2;/h3H,1-2H3;1H",Dimethylammonium iodide,1.3754494767521723,11.779441521651153,RQQRAHKHDFPBMC-UHFFFAOYSA-L,InChI=1S/2HI.Pb/h2*1H;/q;;+2/p-2,Lead Diiodide,0.4514806713108592,13.36196611787163,ZMXDDKWLCZADIW-UHFFFAOYSA-N,"InChI=1S/C3H7NO/c1-4(2)3-5/h3H,1-2H3",Dimethylformamide,5.855699895089626,12.913816689466485,BDAGIHXWWSANSR-UHFFFAOYSA-N,"InChI=1S/CH2O2/c2-1-3/h1H,(H,2,3)",Formic Acid,10.495763632413643,26.50445361720617,0.00025,0.0006,57600.0,85.0,YMWUJEATGCHHMB-UHFFFAOYSA-N
