identifier,fingerprint,outcome,organic___0___inchikey,organic___0___inchi,organic___0___chemname,organic___0___molarity,inorganic___0___inchikey,inorganic___0___inchi,inorganic___0___chemname,inorganic___0___molarity,solvent___0___inchikey,solvent___0___inchi,solvent___0___chemname,solvent___0___molarity,acid___0___inchikey,acid___0___inchi,acid___0___chemname,acid___0___molarity,alpha_vial_volume,beta_vial_volume,reaction_time,reaction_temperature,antisolvent_identity
2019-11-19T18_11_24.347682+00_00_LBL_E11,1%1%1%1,1,VAWHFUNJDMQUSB-UHFFFAOYSA-N,"InChI=1S/C4H9NO.HI/c1-3-6-4-2-5-1;/h5H,1-4H2;1H",Morpholinium Iodide,0.9750817154913272,RQQRAHKHDFPBMC-UHFFFAOYSA-L,InChI=1S/2HI.Pb/h2*1H;/q;;+2/p-2,Lead Diiodide,0.6885376606453828,ZMXDDKWLCZADIW-UHFFFAOYSA-N,"InChI=1S/C3H7NO/c1-4(2)3-5/h3H,1-2H3",Dimethylformamide,10.614037926301613,BDAGIHXWWSANSR-UHFFFAOYSA-N,"InChI=1S/CH2O2/c2-1-3/h1H,(H,2,3)",Formic Acid,0.4240712578752984,0.00025,0.0006,57600.0,85.0,YMWUJEATGCHHMB-UHFFFAOYSA-N
2019-11-19T18_11_24.347682+00_00_LBL_G11,1%1%1%1,4,VAWHFUNJDMQUSB-UHFFFAOYSA-N,"InChI=1S/C4H9NO.HI/c1-3-6-4-2-5-1;/h5H,1-4H2;1H",Morpholinium Iodide,2.0752900965179704,RQQRAHKHDFPBMC-UHFFFAOYSA-L,InChI=1S/2HI.Pb/h2*1H;/q;;+2/p-2,Lead Diiodide,0.9974968673452341,ZMXDDKWLCZADIW-UHFFFAOYSA-N,"InChI=1S/C3H7NO/c1-4(2)3-5/h3H,1-2H3",Dimethylformamide,7.258170208040633,BDAGIHXWWSANSR-UHFFFAOYSA-N,"InChI=1S/CH2O2/c2-1-3/h1H,(H,2,3)",Formic Acid,3.3925700630023896,0.00025,0.0006,57600.0,85.0,YMWUJEATGCHHMB-UHFFFAOYSA-N
2019-12-03T14_26_34.696140+00_00_LBL_A1,1%1%1%1,3,ZEVRFFCPALTVDN-UHFFFAOYSA-N,"InChI=1S/C7H15N.HI/c1-8-7-5-3-2-4-6-7;/h7-8H,2-6H2,1H3;1H",Cyclohexylmethylammonium iodide,1.0891060263931105,RQQRAHKHDFPBMC-UHFFFAOYSA-L,InChI=1S/2HI.Pb/h2*1H;/q;;+2/p-2,Lead Diiodide,0.5567008908775112,YEJRWHAVMIAJKC-UHFFFAOYSA-N,InChI=1S/C4H6O2/c5-4-2-1-3-6-4/h1-3H2,Gamma-Butyrolactone,8.948775641819886,BDAGIHXWWSANSR-UHFFFAOYSA-N,"InChI=1S/CH2O2/c2-1-3/h1H,(H,2,3)",Formic Acid,2.5444275472517925,0.00025,0.0006,57600.0,85.0,YMWUJEATGCHHMB-UHFFFAOYSA-N
2019-12-03T14_26_34.696140+00_00_LBL_C1,1%1%1%1,3,ZEVRFFCPALTVDN-UHFFFAOYSA-N,"InChI=1S/C7H15N.HI/c1-8-7-5-3-2-4-6-7;/h7-8H,2-6H2,1H3;1H",Cyclohexylmethylammonium iodide,0.8643426127323348,RQQRAHKHDFPBMC-UHFFFAOYSA-L,InChI=1S/2HI.Pb/h2*1H;/q;;+2/p-2,Lead Diiodide,0.1938143842314296,YEJRWHAVMIAJKC-UHFFFAOYSA-N,InChI=1S/C4H6O2/c5-4-2-1-3-6-4/h1-3H2,Gamma-Butyrolactone,6.127846706492552,BDAGIHXWWSANSR-UHFFFAOYSA-N,"InChI=1S/CH2O2/c2-1-3/h1H,(H,2,3)",Formic Acid,9.96567456006952,0.00025,0.0006,57600.0,85.0,YMWUJEATGCHHMB-UHFFFAOYSA-N
2019-12-03T14_26_34.696140+00_00_LBL_E1,1%1%1%1,4,ZEVRFFCPALTVDN-UHFFFAOYSA-N,"InChI=1S/C7H15N.HI/c1-8-7-5-3-2-4-6-7;/h7-8H,2-6H2,1H3;1H",Cyclohexylmethylammonium iodide,0.43996021985348294,RQQRAHKHDFPBMC-UHFFFAOYSA-L,InChI=1S/2HI.Pb/h2*1H;/q;;+2/p-2,Lead Diiodide,0.08625290473976455,YEJRWHAVMIAJKC-UHFFFAOYSA-N,InChI=1S/C4H6O2/c5-4-2-1-3-6-4/h1-3H2,Gamma-Butyrolactone,6.307259766311386,BDAGIHXWWSANSR-UHFFFAOYSA-N,"InChI=1S/CH2O2/c2-1-3/h1H,(H,2,3)",Formic Acid,11.615497601166052,0.000251,0.0006,57600.0,85.0,YMWUJEATGCHHMB-UHFFFAOYSA-N
2019-12-03T14_26_34.696140+00_00_LBL_G1,1%1%1%1,4,ZEVRFFCPALTVDN-UHFFFAOYSA-N,"InChI=1S/C7H15N.HI/c1-8-7-5-3-2-4-6-7;/h7-8H,2-6H2,1H3;1H",Cyclohexylmethylammonium iodide,0.619033297257044,RQQRAHKHDFPBMC-UHFFFAOYSA-L,InChI=1S/2HI.Pb/h2*1H;/q;;+2/p-2,Lead Diiodide,0.197938094534226,YEJRWHAVMIAJKC-UHFFFAOYSA-N,InChI=1S/C4H6O2/c5-4-2-1-3-6-4/h1-3H2,Gamma-Butyrolactone,9.965574233227713,BDAGIHXWWSANSR-UHFFFAOYSA-N,"InChI=1S/CH2O2/c2-1-3/h1H,(H,2,3)",Formic Acid,3.1805344340647403,0.00025,0.0006,57600.0,85.0,YMWUJEATGCHHMB-UHFFFAOYSA-N
2019-12-03T14_26_34.696140+00_00_LBL_A3,1%1%1%1,3,ZEVRFFCPALTVDN-UHFFFAOYSA-N,"InChI=1S/C7H15N.HI/c1-8-7-5-3-2-4-6-7;/h7-8H,2-6H2,1H3;1H",Cyclohexylmethylammonium iodide,0.8004816297598124,RQQRAHKHDFPBMC-UHFFFAOYSA-L,InChI=1S/2HI.Pb/h2*1H;/q;;+2/p-2,Lead Diiodide,0.28340240128779887,YEJRWHAVMIAJKC-UHFFFAOYSA-N,InChI=1S/C4H6O2/c5-4-2-1-3-6-4/h1-3H2,Gamma-Butyrolactone,9.976889188378616,BDAGIHXWWSANSR-UHFFFAOYSA-N,"InChI=1S/CH2O2/c2-1-3/h1H,(H,2,3)",Formic Acid,2.2175040874953367,0.000251,0.0006,57600.0,85.0,YMWUJEATGCHHMB-UHFFFAOYSA-N
2019-12-03T14_26_34.696140+00_00_LBL_C3,1%1%1%1,3,ZEVRFFCPALTVDN-UHFFFAOYSA-N,"InChI=1S/C7H15N.HI/c1-8-7-5-3-2-4-6-7;/h7-8H,2-6H2,1H3;1H",Cyclohexylmethylammonium iodide,0.882383187980762,RQQRAHKHDFPBMC-UHFFFAOYSA-L,InChI=1S/2HI.Pb/h2*1H;/q;;+2/p-2,Lead Diiodide,0.1154638884782984,YEJRWHAVMIAJKC-UHFFFAOYSA-N,InChI=1S/C4H6O2/c5-4-2-1-3-6-4/h1-3H2,Gamma-Butyrolactone,5.437991156050098,BDAGIHXWWSANSR-UHFFFAOYSA-N,"InChI=1S/CH2O2/c2-1-3/h1H,(H,2,3)",Formic Acid,11.449923962633065,0.00025,0.0006,57600.0,85.0,YMWUJEATGCHHMB-UHFFFAOYSA-N
2019-12-03T14_26_34.696140+00_00_LBL_E3,1%1%1%1,4,ZEVRFFCPALTVDN-UHFFFAOYSA-N,"InChI=1S/C7H15N.HI/c1-8-7-5-3-2-4-6-7;/h7-8H,2-6H2,1H3;1H",Cyclohexylmethylammonium iodide,0.4404673974498528,RQQRAHKHDFPBMC-UHFFFAOYSA-L,InChI=1S/2HI.Pb/h2*1H;/q;;+2/p-2,Lead Diiodide,0.2309277769565972,YEJRWHAVMIAJKC-UHFFFAOYSA-N,InChI=1S/C4H6O2/c5-4-2-1-3-6-4/h1-3H2,Gamma-Butyrolactone,7.911848025270748,BDAGIHXWWSANSR-UHFFFAOYSA-N,"InChI=1S/CH2O2/c2-1-3/h1H,(H,2,3)",Formic Acid,8.057353899630677,0.00025,0.0006,57600.0,85.0,YMWUJEATGCHHMB-UHFFFAOYSA-N
2019-12-03T14_26_34.696140+00_00_LBL_G3,1%1%1%1,3,ZEVRFFCPALTVDN-UHFFFAOYSA-N,"InChI=1S/C7H15N.HI/c1-8-7-5-3-2-4-6-7;/h7-8H,2-6H2,1H3;1H",Cyclohexylmethylammonium iodide,0.911362878111761,RQQRAHKHDFPBMC-UHFFFAOYSA-L,InChI=1S/2HI.Pb/h2*1H;/q;;+2/p-2,Lead Diiodide,0.4066208366303204,YEJRWHAVMIAJKC-UHFFFAOYSA-N,InChI=1S/C4H6O2/c5-4-2-1-3-6-4/h1-3H2,Gamma-Butyrolactone,6.826933801837547,BDAGIHXWWSANSR-UHFFFAOYSA-N,"InChI=1S/CH2O2/c2-1-3/h1H,(H,2,3)",Formic Acid,7.919657455340489,0.000251,0.0006,57600.0,85.0,YMWUJEATGCHHMB-UHFFFAOYSA-N
2019-12-03T14_26_34.696140+00_00_LBL_A5,1%1%1%1,3,ZEVRFFCPALTVDN-UHFFFAOYSA-N,"InChI=1S/C7H15N.HI/c1-8-7-5-3-2-4-6-7;/h7-8H,2-6H2,1H3;1H",Cyclohexylmethylammonium iodide,0.6630722048404148,RQQRAHKHDFPBMC-UHFFFAOYSA-L,InChI=1S/2HI.Pb/h2*1H;/q;;+2/p-2,Lead Diiodide,0.6886596205669956,YEJRWHAVMIAJKC-UHFFFAOYSA-N,InChI=1S/C4H6O2/c5-4-2-1-3-6-4/h1-3H2,Gamma-Butyrolactone,10.280661505629729,BDAGIHXWWSANSR-UHFFFAOYSA-N,"InChI=1S/CH2O2/c2-1-3/h1H,(H,2,3)",Formic Acid,1.3782315880947205,0.00025,0.0006,57600.0,85.0,YMWUJEATGCHHMB-UHFFFAOYSA-N
2019-12-03T14_26_34.696140+00_00_LBL_C5,1%1%1%1,4,ZEVRFFCPALTVDN-UHFFFAOYSA-N,"InChI=1S/C7H15N.HI/c1-8-7-5-3-2-4-6-7;/h7-8H,2-6H2,1H3;1H",Cyclohexylmethylammonium iodide,0.8576710641236812,RQQRAHKHDFPBMC-UHFFFAOYSA-L,InChI=1S/2HI.Pb/h2*1H;/q;;+2/p-2,Lead Diiodide,0.6804121999614028,YEJRWHAVMIAJKC-UHFFFAOYSA-N,InChI=1S/C4H6O2/c5-4-2-1-3-6-4/h1-3H2,Gamma-Butyrolactone,10.455532158593877,BDAGIHXWWSANSR-UHFFFAOYSA-N,"InChI=1S/CH2O2/c2-1-3/h1H,(H,2,3)",Formic Acid,0.2120356289376492,0.00025,0.0006,57600.0,85.0,YMWUJEATGCHHMB-UHFFFAOYSA-N
2019-12-03T14_26_34.696140+00_00_LBL_E5,1%1%1%1,4,ZEVRFFCPALTVDN-UHFFFAOYSA-N,"InChI=1S/C7H15N.HI/c1-8-7-5-3-2-4-6-7;/h7-8H,2-6H2,1H3;1H",Cyclohexylmethylammonium iodide,0.6422075494327673,RQQRAHKHDFPBMC-UHFFFAOYSA-L,InChI=1S/2HI.Pb/h2*1H;/q;;+2/p-2,Lead Diiodide,0.3999998993712488,YEJRWHAVMIAJKC-UHFFFAOYSA-N,InChI=1S/C4H6O2/c5-4-2-1-3-6-4/h1-3H2,Gamma-Butyrolactone,5.349301100028735,BDAGIHXWWSANSR-UHFFFAOYSA-N,"InChI=1S/CH2O2/c2-1-3/h1H,(H,2,3)",Formic Acid,12.086030849446015,0.00025,0.0006,57600.0,85.0,YMWUJEATGCHHMB-UHFFFAOYSA-N
2019-12-03T14_26_34.696140+00_00_LBL_G5,1%1%1%1,4,ZEVRFFCPALTVDN-UHFFFAOYSA-N,"InChI=1S/C7H15N.HI/c1-8-7-5-3-2-4-6-7;/h7-8H,2-6H2,1H3;1H",Cyclohexylmethylammonium iodide,0.766895224232386,RQQRAHKHDFPBMC-UHFFFAOYSA-L,InChI=1S/2HI.Pb/h2*1H;/q;;+2/p-2,Lead Diiodide,0.23599546913593736,YEJRWHAVMIAJKC-UHFFFAOYSA-N,InChI=1S/C4H6O2/c5-4-2-1-3-6-4/h1-3H2,Gamma-Butyrolactone,7.210688873527345,BDAGIHXWWSANSR-UHFFFAOYSA-N,"InChI=1S/CH2O2/c2-1-3/h1H,(H,2,3)",Formic Acid,8.089712750633211,0.000249,0.0006,57600.0,85.0,YMWUJEATGCHHMB-UHFFFAOYSA-N
2019-12-03T14_26_34.696140+00_00_LBL_A7,1%1%1%1,3,ZEVRFFCPALTVDN-UHFFFAOYSA-N,"InChI=1S/C7H15N.HI/c1-8-7-5-3-2-4-6-7;/h7-8H,2-6H2,1H3;1H",Cyclohexylmethylammonium iodide,0.8828976713719074,RQQRAHKHDFPBMC-UHFFFAOYSA-L,InChI=1S/2HI.Pb/h2*1H;/q;;+2/p-2,Lead Diiodide,0.5690720217859006,YEJRWHAVMIAJKC-UHFFFAOYSA-N,InChI=1S/C4H6O2/c5-4-2-1-3-6-4/h1-3H2,Gamma-Butyrolactone,7.180891063252674,BDAGIHXWWSANSR-UHFFFAOYSA-N,"InChI=1S/CH2O2/c2-1-3/h1H,(H,2,3)",Formic Acid,6.997175754942431,0.00024999999999999995,0.0006,57600.0,85.0,YMWUJEATGCHHMB-UHFFFAOYSA-N
2019-12-03T14_26_34.696140+00_00_LBL_C7,1%1%1%1,4,ZEVRFFCPALTVDN-UHFFFAOYSA-N,"InChI=1S/C7H15N.HI/c1-8-7-5-3-2-4-6-7;/h7-8H,2-6H2,1H3;1H",Cyclohexylmethylammonium iodide,0.4392594734669596,RQQRAHKHDFPBMC-UHFFFAOYSA-L,InChI=1S/2HI.Pb/h2*1H;/q;;+2/p-2,Lead Diiodide,0.1649484121118552,YEJRWHAVMIAJKC-UHFFFAOYSA-N,InChI=1S/C4H6O2/c5-4-2-1-3-6-4/h1-3H2,Gamma-Butyrolactone,11.361111900147268,BDAGIHXWWSANSR-UHFFFAOYSA-N,"InChI=1S/CH2O2/c2-1-3/h1H,(H,2,3)",Formic Acid,1.1661959591570712,0.00025,0.0006,57600.0,85.0,YMWUJEATGCHHMB-UHFFFAOYSA-N
2019-12-03T14_26_34.696140+00_00_LBL_E7,1%1%1%1,4,ZEVRFFCPALTVDN-UHFFFAOYSA-N,"InChI=1S/C7H15N.HI/c1-8-7-5-3-2-4-6-7;/h7-8H,2-6H2,1H3;1H",Cyclohexylmethylammonium iodide,0.6944880337770061,RQQRAHKHDFPBMC-UHFFFAOYSA-L,InChI=1S/2HI.Pb/h2*1H;/q;;+2/p-2,Lead Diiodide,0.33950225384468197,YEJRWHAVMIAJKC-UHFFFAOYSA-N,InChI=1S/C4H6O2/c5-4-2-1-3-6-4/h1-3H2,Gamma-Butyrolactone,8.932744351774387,BDAGIHXWWSANSR-UHFFFAOYSA-N,"InChI=1S/CH2O2/c2-1-3/h1H,(H,2,3)",Formic Acid,4.683517908261331,0.000249,0.0006,57600.0,85.0,YMWUJEATGCHHMB-UHFFFAOYSA-N
2019-12-03T14_26_34.696140+00_00_LBL_G7,1%1%1%1,4,ZEVRFFCPALTVDN-UHFFFAOYSA-N,"InChI=1S/C7H15N.HI/c1-8-7-5-3-2-4-6-7;/h7-8H,2-6H2,1H3;1H",Cyclohexylmethylammonium iodide,1.03231121098647,RQQRAHKHDFPBMC-UHFFFAOYSA-L,InChI=1S/2HI.Pb/h2*1H;/q;;+2/p-2,Lead Diiodide,0.43298958179362,YEJRWHAVMIAJKC-UHFFFAOYSA-N,InChI=1S/C4H6O2/c5-4-2-1-3-6-4/h1-3H2,Gamma-Butyrolactone,10.384483859771764,BDAGIHXWWSANSR-UHFFFAOYSA-N,"InChI=1S/CH2O2/c2-1-3/h1H,(H,2,3)",Formic Acid,0.1060178144688244,0.00025,0.0006,57600.0,85.0,YMWUJEATGCHHMB-UHFFFAOYSA-N
2019-12-03T14_26_34.696140+00_00_LBL_A9,1%1%1%1,3,ZEVRFFCPALTVDN-UHFFFAOYSA-N,"InChI=1S/C7H15N.HI/c1-8-7-5-3-2-4-6-7;/h7-8H,2-6H2,1H3;1H",Cyclohexylmethylammonium iodide,1.1319817492937387,RQQRAHKHDFPBMC-UHFFFAOYSA-L,InChI=1S/2HI.Pb/h2*1H;/q;;+2/p-2,Lead Diiodide,0.7711338266229232,YEJRWHAVMIAJKC-UHFFFAOYSA-N,InChI=1S/C4H6O2/c5-4-2-1-3-6-4/h1-3H2,Gamma-Butyrolactone,9.587329271935397,BDAGIHXWWSANSR-UHFFFAOYSA-N,"InChI=1S/CH2O2/c2-1-3/h1H,(H,2,3)",Formic Acid,0.636106886812948,0.00025,0.0006,57600.0,85.0,YMWUJEATGCHHMB-UHFFFAOYSA-N
2019-12-03T14_26_34.696140+00_00_LBL_C9,1%1%1%1,4,ZEVRFFCPALTVDN-UHFFFAOYSA-N,"InChI=1S/C7H15N.HI/c1-8-7-5-3-2-4-6-7;/h7-8H,2-6H2,1H3;1H",Cyclohexylmethylammonium iodide,0.5603135138632913,RQQRAHKHDFPBMC-UHFFFAOYSA-L,InChI=1S/2HI.Pb/h2*1H;/q;;+2/p-2,Lead Diiodide,0.27325791163108515,YEJRWHAVMIAJKC-UHFFFAOYSA-N,InChI=1S/C4H6O2/c5-4-2-1-3-6-4/h1-3H2,Gamma-Butyrolactone,9.067898686301543,BDAGIHXWWSANSR-UHFFFAOYSA-N,"InChI=1S/CH2O2/c2-1-3/h1H,(H,2,3)",Formic Acid,5.109292263557818,0.000249,0.0006,57600.0,85.0,YMWUJEATGCHHMB-UHFFFAOYSA-N
2019-12-03T14_26_34.696140+00_00_LBL_E9,1%1%1%1,4,ZEVRFFCPALTVDN-UHFFFAOYSA-N,"InChI=1S/C7H15N.HI/c1-8-7-5-3-2-4-6-7;/h7-8H,2-6H2,1H3;1H",Cyclohexylmethylammonium iodide,1.641379135384646,RQQRAHKHDFPBMC-UHFFFAOYSA-L,InChI=1S/2HI.Pb/h2*1H;/q;;+2/p-2,Lead Diiodide,0.0865979163587236,YEJRWHAVMIAJKC-UHFFFAOYSA-N,InChI=1S/C4H6O2/c5-4-2-1-3-6-4/h1-3H2,Gamma-Butyrolactone,8.25543383526906,BDAGIHXWWSANSR-UHFFFAOYSA-N,"InChI=1S/CH2O2/c2-1-3/h1H,(H,2,3)",Formic Acid,2.5444275472517925,0.00025,0.0006,57600.0,85.0,YMWUJEATGCHHMB-UHFFFAOYSA-N
2019-12-03T14_26_34.696140+00_00_LBL_G9,1%1%1%1,4,ZEVRFFCPALTVDN-UHFFFAOYSA-N,"InChI=1S/C7H15N.HI/c1-8-7-5-3-2-4-6-7;/h7-8H,2-6H2,1H3;1H",Cyclohexylmethylammonium iodide,1.5891140349138548,RQQRAHKHDFPBMC-UHFFFAOYSA-L,InChI=1S/2HI.Pb/h2*1H;/q;;+2/p-2,Lead Diiodide,0.2103092254426152,YEJRWHAVMIAJKC-UHFFFAOYSA-N,InChI=1S/C4H6O2/c5-4-2-1-3-6-4/h1-3H2,Gamma-Butyrolactone,8.92041692596517,BDAGIHXWWSANSR-UHFFFAOYSA-N,"InChI=1S/CH2O2/c2-1-3/h1H,(H,2,3)",Formic Acid,1.1661959591570712,0.00025,0.0006,57600.0,85.0,YMWUJEATGCHHMB-UHFFFAOYSA-N
2019-12-03T14_26_34.696140+00_00_LBL_A11,1%1%1%1,4,ZEVRFFCPALTVDN-UHFFFAOYSA-N,"InChI=1S/C7H15N.HI/c1-8-7-5-3-2-4-6-7;/h7-8H,2-6H2,1H3;1H",Cyclohexylmethylammonium iodide,0.2659167291873656,RQQRAHKHDFPBMC-UHFFFAOYSA-L,InChI=1S/2HI.Pb/h2*1H;/q;;+2/p-2,Lead Diiodide,0.0577319442391492,YEJRWHAVMIAJKC-UHFFFAOYSA-N,InChI=1S/C4H6O2/c5-4-2-1-3-6-4/h1-3H2,Gamma-Butyrolactone,11.254358555419033,BDAGIHXWWSANSR-UHFFFAOYSA-N,"InChI=1S/CH2O2/c2-1-3/h1H,(H,2,3)",Formic Acid,2.332391918314143,0.00025,0.0006,57600.0,85.0,YMWUJEATGCHHMB-UHFFFAOYSA-N
2019-12-03T14_26_34.696140+00_00_LBL_C11,1%1%1%1,3,ZEVRFFCPALTVDN-UHFFFAOYSA-N,"InChI=1S/C7H15N.HI/c1-8-7-5-3-2-4-6-7;/h7-8H,2-6H2,1H3;1H",Cyclohexylmethylammonium iodide,0.4358929432138528,RQQRAHKHDFPBMC-UHFFFAOYSA-L,InChI=1S/2HI.Pb/h2*1H;/q;;+2/p-2,Lead Diiodide,0.1938143842314296,YEJRWHAVMIAJKC-UHFFFAOYSA-N,InChI=1S/C4H6O2/c5-4-2-1-3-6-4/h1-3H2,Gamma-Butyrolactone,5.459665825921393,BDAGIHXWWSANSR-UHFFFAOYSA-N,"InChI=1S/CH2O2/c2-1-3/h1H,(H,2,3)",Formic Acid,13.14620899413426,0.00025,0.0006,57600.0,85.0,YMWUJEATGCHHMB-UHFFFAOYSA-N
2019-12-03T14_26_34.696140+00_00_LBL_E11,1%1%1%1,4,ZEVRFFCPALTVDN-UHFFFAOYSA-N,"InChI=1S/C7H15N.HI/c1-8-7-5-3-2-4-6-7;/h7-8H,2-6H2,1H3;1H",Cyclohexylmethylammonium iodide,0.430865517484268,RQQRAHKHDFPBMC-UHFFFAOYSA-L,InChI=1S/2HI.Pb/h2*1H;/q;;+2/p-2,Lead Diiodide,0.131958729689484,YEJRWHAVMIAJKC-UHFFFAOYSA-N,InChI=1S/C4H6O2/c5-4-2-1-3-6-4/h1-3H2,Gamma-Butyrolactone,10.31791657604985,BDAGIHXWWSANSR-UHFFFAOYSA-N,"InChI=1S/CH2O2/c2-1-3/h1H,(H,2,3)",Formic Acid,3.3925700630023896,0.00025,0.0006,57600.0,85.0,YMWUJEATGCHHMB-UHFFFAOYSA-N
2019-12-03T14_26_34.696140+00_00_LBL_G11,1%1%1%1,4,ZEVRFFCPALTVDN-UHFFFAOYSA-N,"InChI=1S/C7H15N.HI/c1-8-7-5-3-2-4-6-7;/h7-8H,2-6H2,1H3;1H",Cyclohexylmethylammonium iodide,0.754078269750242,RQQRAHKHDFPBMC-UHFFFAOYSA-L,InChI=1S/2HI.Pb/h2*1H;/q;;+2/p-2,Lead Diiodide,0.29161696364396694,YEJRWHAVMIAJKC-UHFFFAOYSA-N,InChI=1S/C4H6O2/c5-4-2-1-3-6-4/h1-3H2,Gamma-Butyrolactone,9.80644904689836,BDAGIHXWWSANSR-UHFFFAOYSA-N,"InChI=1S/CH2O2/c2-1-3/h1H,(H,2,3)",Formic Acid,2.7454812511847027,0.000251,0.0006,57600.0,85.0,YMWUJEATGCHHMB-UHFFFAOYSA-N
2019-12-03T16_04_22.236974+00_00_LBL_A1,1%1%1%1,4,JMXLWMIFDJCGBV-UHFFFAOYSA-N,"InChI=1S/C2H7N.HI/c1-3-2;/h3H,1-2H3;1H",Dimethylammonium iodide,1.660417620396354,RQQRAHKHDFPBMC-UHFFFAOYSA-L,InChI=1S/2HI.Pb/h2*1H;/q;;+2/p-2,Lead Diiodide,0.575637855921346,ZMXDDKWLCZADIW-UHFFFAOYSA-N,"InChI=1S/C3H7NO/c1-4(2)3-5/h3H,1-2H3",Dimethylformamide,9.194130376823088,BDAGIHXWWSANSR-UHFFFAOYSA-N,"InChI=1S/CH2O2/c2-1-3/h1H,(H,2,3)",Formic Acid,2.7564631761894414,0.00025,0.0006,57600.0,85.0,YMWUJEATGCHHMB-UHFFFAOYSA-N
2019-12-03T16_04_22.236974+00_00_LBL_C1,1%1%1%1,3,JMXLWMIFDJCGBV-UHFFFAOYSA-N,"InChI=1S/C2H7N.HI/c1-3-2;/h3H,1-2H3;1H",Dimethylammonium iodide,1.0209952199747523,RQQRAHKHDFPBMC-UHFFFAOYSA-L,InChI=1S/2HI.Pb/h2*1H;/q;;+2/p-2,Lead Diiodide,0.10765728859069157,ZMXDDKWLCZADIW-UHFFFAOYSA-N,"InChI=1S/C3H7NO/c1-4(2)3-5/h3H,1-2H3",Dimethylformamide,6.763493608292881,BDAGIHXWWSANSR-UHFFFAOYSA-N,"InChI=1S/CH2O2/c2-1-3/h1H,(H,2,3)",Formic Acid,10.112140938291512,0.000249,0.0006,57600.0,85.0,YMWUJEATGCHHMB-UHFFFAOYSA-N
2019-12-03T16_04_22.236974+00_00_LBL_E1,1%1%1%1,4,JMXLWMIFDJCGBV-UHFFFAOYSA-N,"InChI=1S/C2H7N.HI/c1-3-2;/h3H,1-2H3;1H",Dimethylammonium iodide,1.4742319596896447,RQQRAHKHDFPBMC-UHFFFAOYSA-L,InChI=1S/2HI.Pb/h2*1H;/q;;+2/p-2,Lead Diiodide,0.790091174794004,ZMXDDKWLCZADIW-UHFFFAOYSA-N,"InChI=1S/C3H7NO/c1-4(2)3-5/h3H,1-2H3",Dimethylformamide,8.829398355897528,BDAGIHXWWSANSR-UHFFFAOYSA-N,"InChI=1S/CH2O2/c2-1-3/h1H,(H,2,3)",Formic Acid,3.4985878774712145,0.00025,0.0006,57600.0,85.0,YMWUJEATGCHHMB-UHFFFAOYSA-N
2019-12-03T16_04_22.236974+00_00_LBL_G1,1%1%1%1,4,JMXLWMIFDJCGBV-UHFFFAOYSA-N,"InChI=1S/C2H7N.HI/c1-3-2;/h3H,1-2H3;1H",Dimethylammonium iodide,1.0014914333075,RQQRAHKHDFPBMC-UHFFFAOYSA-L,InChI=1S/2HI.Pb/h2*1H;/q;;+2/p-2,Lead Diiodide,0.26524489439513,ZMXDDKWLCZADIW-UHFFFAOYSA-N,"InChI=1S/C3H7NO/c1-4(2)3-5/h3H,1-2H3",Dimethylformamide,9.803252493060345,BDAGIHXWWSANSR-UHFFFAOYSA-N,"InChI=1S/CH2O2/c2-1-3/h1H,(H,2,3)",Formic Acid,3.6046056919400393,0.00025,0.0006,57600.0,85.0,YMWUJEATGCHHMB-UHFFFAOYSA-N
2019-12-03T16_04_22.236974+00_00_LBL_A3,1%1%1%1,4,JMXLWMIFDJCGBV-UHFFFAOYSA-N,"InChI=1S/C2H7N.HI/c1-3-2;/h3H,1-2H3;1H",Dimethylammonium iodide,0.21433285881513134,RQQRAHKHDFPBMC-UHFFFAOYSA-L,InChI=1S/2HI.Pb/h2*1H;/q;;+2/p-2,Lead Diiodide,0.18698371176278072,ZMXDDKWLCZADIW-UHFFFAOYSA-N,"InChI=1S/C3H7NO/c1-4(2)3-5/h3H,1-2H3",Dimethylformamide,10.164308580246283,BDAGIHXWWSANSR-UHFFFAOYSA-N,"InChI=1S/CH2O2/c2-1-3/h1H,(H,2,3)",Formic Acid,4.789961497085453,0.000249,0.0006,57600.0,85.0,YMWUJEATGCHHMB-UHFFFAOYSA-N
2019-12-03T16_04_22.236974+00_00_LBL_C3,1%1%1%1,2,JMXLWMIFDJCGBV-UHFFFAOYSA-N,"InChI=1S/C2H7N.HI/c1-3-2;/h3H,1-2H3;1H",Dimethylammonium iodide,0.4562663742369412,RQQRAHKHDFPBMC-UHFFFAOYSA-L,InChI=1S/2HI.Pb/h2*1H;/q;;+2/p-2,Lead Diiodide,0.3216799783089872,ZMXDDKWLCZADIW-UHFFFAOYSA-N,"InChI=1S/C3H7NO/c1-4(2)3-5/h3H,1-2H3",Dimethylformamide,6.214019779334479,BDAGIHXWWSANSR-UHFFFAOYSA-N,"InChI=1S/CH2O2/c2-1-3/h1H,(H,2,3)",Formic Acid,12.086030849446015,0.00025,0.0006,57600.0,85.0,YMWUJEATGCHHMB-UHFFFAOYSA-N
