outcome,organic___0___molarity,organic___0____feat__accsitecount_std,organic___0____feat__aliphaticatomcount_std,organic___0____feat__aliphaticringcount_std,organic___0____feat__aromaticatomcount_std,organic___0____feat__aromaticringcount_std,organic___0____feat__asa+_std,organic___0____feat__asa-_std,organic___0____feat__asa_std,organic___0____feat__asah_std,organic___0____feat__asap_std,organic___0____feat__asavdwp_std,organic___0____feat__atomcount_c_std,organic___0____feat__atomcount_n_std,organic___0____feat__avgpol_std,organic___0____feat__balabanindex_std,organic___0____feat__bondcount_std,organic___0____feat__carboaliphaticringcount_std,organic___0____feat__carboaromaticringcount_std,organic___0____feat__carboringcount_std,organic___0____feat__chainatomcount_std,organic___0____feat__cyclomaticnumber_std,organic___0____feat__donsitecount_std,organic___0____feat__fr_amidine,organic___0____feat__fr_halogen,organic___0____feat__fr_nh0,organic___0____feat__fr_nh1,organic___0____feat__fr_nh2,organic___0____feat__fr_piperzine,organic___0____feat__fr_pyridine,organic___0____feat__fr_quatn,organic___0____feat__hacceptorcount_std,organic___0____feat__hdonorcount_std,organic___0____feat__heteroaliphaticringcount_std,organic___0____feat__heteroaromaticringcount_std,organic___0____feat__hyperwienerindex_std,organic___0____feat__largestringsize_std,organic___0____feat__maximalprojectionarea_std,organic___0____feat__maximalprojectionradius_std,organic___0____feat__maximalprojectionsize_std,organic___0____feat__minimalprojectionarea_std,organic___0____feat__minimalprojectionradius_std,organic___0____feat__minimalprojectionsize_std,organic___0____feat__molpol_std,organic___0____feat__organoammoniummolecularweight_std,organic___0____feat__protpsa_std,organic___0____feat__refractivity_std,organic___0____feat__ringatomcount_std,organic___0____feat__rotatablebondcount_std,organic___0____feat__saltmolecularweight,organic___0____feat__smallestringsize_std,organic___0____feat__vanderwaalsvolume_std,organic___0____feat__wienerindex_std,organic___0____feat__wienerpolarity_std,inorganic___0___molarity,inorganic___0____feat__fr_halogen,inorganic___0____feat__inorganicmolecularweight,solvent___0___molarity,solvent___0____feat__asavdwp,solvent___0____feat__avgpol,solvent___0____feat__hacceptorcount,solvent___0____feat__hansentriple_volume_amount,solvent___0____feat__hansentriple_deltad_amount,solvent___0____feat__hansentriple_deltah_amount,solvent___0____feat__hansentriple_deltap_amount,solvent___0____feat__hansentriple_deltat_amount,solvent___0____feat__maximalprojectionsize,solvent___0____feat__minimalprojectionsize,solvent___0____feat__refractivity,solvent___0____feat__solventmolecularweight,solvent___0____feat__vanderwaalsvolume,acid___0___molarity,acid___0____feat__asavdwp,acid___0____feat__avgpol,acid___0____feat__hacceptorcount,acid___0____feat__hansentriple_volume_amount,acid___0____feat__hansentriple_deltad_amount,acid___0____feat__hansentriple_deltah_amount,acid___0____feat__hansentriple_deltap_amount,acid___0____feat__hansentriple_deltat_amount,acid___0____feat__hdonorcount,acid___0____feat__maximalprojectionsize,acid___0____feat__minimalprojectionsize,acid___0____feat__refractivity,acid___0____feat__solventmolecularweight,acid___0____feat__vanderwaalsvolume,alpha_vial_volume,beta_vial_volume,reaction_time,reaction_temperature
4,0.8576710641236812,0.0,8.0,1.0,0.0,0.0,213.57,52.34,265.92,224.73,41.18,233.86,7.0,1.0,14.74,2.13,24.0,1.0,0.0,1.0,2.0,1.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,122.0,6.0,45.68,4.78,5.66,28.32,3.7,9.33,14.37,114.211,27.64,46.96,6.0,1.0,241.116,6.0,133.35,64.0,7.0,0.6804121999614028,2.0,461.0,10.455532158593877,139.79,8.23,1.0,76.5,18.0,7.4,16.6,25.579679435051567,5.63,6.7,20.31,86.09,78.72,0.2120356289376492,65.19,3.37,2.0,37.8,14.3,16.6,11.9,25.0,1.0,3.41,5.19,8.15,46.025,39.21,0.00025,0.0006,57600.0,85.0
4,0.6422075494327673,0.0,8.0,1.0,0.0,0.0,213.57,52.34,265.92,224.73,41.18,233.86,7.0,1.0,14.74,2.13,24.0,1.0,0.0,1.0,2.0,1.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,122.0,6.0,45.68,4.78,5.66,28.32,3.7,9.33,14.37,114.211,27.64,46.96,6.0,1.0,241.116,6.0,133.35,64.0,7.0,0.3999998993712488,2.0,461.0,5.349301100028735,139.79,8.23,1.0,76.5,18.0,7.4,16.6,25.579679435051567,5.63,6.7,20.31,86.09,78.72,12.086030849446015,65.19,3.37,2.0,37.8,14.3,16.6,11.9,25.0,1.0,3.41,5.19,8.15,46.025,39.21,0.00025,0.0006,57600.0,85.0
4,0.766895224232386,0.0,8.0,1.0,0.0,0.0,213.57,52.34,265.92,224.73,41.18,233.86,7.0,1.0,14.74,2.13,24.0,1.0,0.0,1.0,2.0,1.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,122.0,6.0,45.68,4.78,5.66,28.32,3.7,9.33,14.37,114.211,27.64,46.96,6.0,1.0,241.116,6.0,133.35,64.0,7.0,0.23599546913593736,2.0,461.0,7.210688873527345,139.79,8.23,1.0,76.5,18.0,7.4,16.6,25.579679435051567,5.63,6.7,20.31,86.09,78.72,8.089712750633211,65.19,3.37,2.0,37.8,14.3,16.6,11.9,25.0,1.0,3.41,5.19,8.15,46.025,39.21,0.000249,0.0006,57600.0,85.0
3,0.8828976713719074,0.0,8.0,1.0,0.0,0.0,213.57,52.34,265.92,224.73,41.18,233.86,7.0,1.0,14.74,2.13,24.0,1.0,0.0,1.0,2.0,1.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,122.0,6.0,45.68,4.78,5.66,28.32,3.7,9.33,14.37,114.211,27.64,46.96,6.0,1.0,241.116,6.0,133.35,64.0,7.0,0.5690720217859006,2.0,461.0,7.180891063252674,139.79,8.23,1.0,76.5,18.0,7.4,16.6,25.579679435051567,5.63,6.7,20.31,86.09,78.72,6.997175754942431,65.19,3.37,2.0,37.8,14.3,16.6,11.9,25.0,1.0,3.41,5.19,8.15,46.025,39.21,0.00024999999999999995,0.0006,57600.0,85.0
4,0.4392594734669596,0.0,8.0,1.0,0.0,0.0,213.57,52.34,265.92,224.73,41.18,233.86,7.0,1.0,14.74,2.13,24.0,1.0,0.0,1.0,2.0,1.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,122.0,6.0,45.68,4.78,5.66,28.32,3.7,9.33,14.37,114.211,27.64,46.96,6.0,1.0,241.116,6.0,133.35,64.0,7.0,0.1649484121118552,2.0,461.0,11.361111900147268,139.79,8.23,1.0,76.5,18.0,7.4,16.6,25.579679435051567,5.63,6.7,20.31,86.09,78.72,1.1661959591570712,65.19,3.37,2.0,37.8,14.3,16.6,11.9,25.0,1.0,3.41,5.19,8.15,46.025,39.21,0.00025,0.0006,57600.0,85.0
4,0.6944880337770061,0.0,8.0,1.0,0.0,0.0,213.57,52.34,265.92,224.73,41.18,233.86,7.0,1.0,14.74,2.13,24.0,1.0,0.0,1.0,2.0,1.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,122.0,6.0,45.68,4.78,5.66,28.32,3.7,9.33,14.37,114.211,27.64,46.96,6.0,1.0,241.116,6.0,133.35,64.0,7.0,0.33950225384468197,2.0,461.0,8.932744351774387,139.79,8.23,1.0,76.5,18.0,7.4,16.6,25.579679435051567,5.63,6.7,20.31,86.09,78.72,4.683517908261331,65.19,3.37,2.0,37.8,14.3,16.6,11.9,25.0,1.0,3.41,5.19,8.15,46.025,39.21,0.000249,0.0006,57600.0,85.0
4,1.03231121098647,0.0,8.0,1.0,0.0,0.0,213.57,52.34,265.92,224.73,41.18,233.86,7.0,1.0,14.74,2.13,24.0,1.0,0.0,1.0,2.0,1.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,122.0,6.0,45.68,4.78,5.66,28.32,3.7,9.33,14.37,114.211,27.64,46.96,6.0,1.0,241.116,6.0,133.35,64.0,7.0,0.43298958179362,2.0,461.0,10.384483859771764,139.79,8.23,1.0,76.5,18.0,7.4,16.6,25.579679435051567,5.63,6.7,20.31,86.09,78.72,0.1060178144688244,65.19,3.37,2.0,37.8,14.3,16.6,11.9,25.0,1.0,3.41,5.19,8.15,46.025,39.21,0.00025,0.0006,57600.0,85.0
3,1.1319817492937387,0.0,8.0,1.0,0.0,0.0,213.57,52.34,265.92,224.73,41.18,233.86,7.0,1.0,14.74,2.13,24.0,1.0,0.0,1.0,2.0,1.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,122.0,6.0,45.68,4.78,5.66,28.32,3.7,9.33,14.37,114.211,27.64,46.96,6.0,1.0,241.116,6.0,133.35,64.0,7.0,0.7711338266229232,2.0,461.0,9.587329271935397,139.79,8.23,1.0,76.5,18.0,7.4,16.6,25.579679435051567,5.63,6.7,20.31,86.09,78.72,0.636106886812948,65.19,3.37,2.0,37.8,14.3,16.6,11.9,25.0,1.0,3.41,5.19,8.15,46.025,39.21,0.00025,0.0006,57600.0,85.0
4,0.5603135138632913,0.0,8.0,1.0,0.0,0.0,213.57,52.34,265.92,224.73,41.18,233.86,7.0,1.0,14.74,2.13,24.0,1.0,0.0,1.0,2.0,1.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,122.0,6.0,45.68,4.78,5.66,28.32,3.7,9.33,14.37,114.211,27.64,46.96,6.0,1.0,241.116,6.0,133.35,64.0,7.0,0.27325791163108515,2.0,461.0,9.067898686301543,139.79,8.23,1.0,76.5,18.0,7.4,16.6,25.579679435051567,5.63,6.7,20.31,86.09,78.72,5.109292263557818,65.19,3.37,2.0,37.8,14.3,16.6,11.9,25.0,1.0,3.41,5.19,8.15,46.025,39.21,0.000249,0.0006,57600.0,85.0
4,1.641379135384646,0.0,8.0,1.0,0.0,0.0,213.57,52.34,265.92,224.73,41.18,233.86,7.0,1.0,14.74,2.13,24.0,1.0,0.0,1.0,2.0,1.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,122.0,6.0,45.68,4.78,5.66,28.32,3.7,9.33,14.37,114.211,27.64,46.96,6.0,1.0,241.116,6.0,133.35,64.0,7.0,0.0865979163587236,2.0,461.0,8.25543383526906,139.79,8.23,1.0,76.5,18.0,7.4,16.6,25.579679435051567,5.63,6.7,20.31,86.09,78.72,2.5444275472517925,65.19,3.37,2.0,37.8,14.3,16.6,11.9,25.0,1.0,3.41,5.19,8.15,46.025,39.21,0.00025,0.0006,57600.0,85.0
4,1.5891140349138548,0.0,8.0,1.0,0.0,0.0,213.57,52.34,265.92,224.73,41.18,233.86,7.0,1.0,14.74,2.13,24.0,1.0,0.0,1.0,2.0,1.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,122.0,6.0,45.68,4.78,5.66,28.32,3.7,9.33,14.37,114.211,27.64,46.96,6.0,1.0,241.116,6.0,133.35,64.0,7.0,0.2103092254426152,2.0,461.0,8.92041692596517,139.79,8.23,1.0,76.5,18.0,7.4,16.6,25.579679435051567,5.63,6.7,20.31,86.09,78.72,1.1661959591570712,65.19,3.37,2.0,37.8,14.3,16.6,11.9,25.0,1.0,3.41,5.19,8.15,46.025,39.21,0.00025,0.0006,57600.0,85.0
4,0.2659167291873656,0.0,8.0,1.0,0.0,0.0,213.57,52.34,265.92,224.73,41.18,233.86,7.0,1.0,14.74,2.13,24.0,1.0,0.0,1.0,2.0,1.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,122.0,6.0,45.68,4.78,5.66,28.32,3.7,9.33,14.37,114.211,27.64,46.96,6.0,1.0,241.116,6.0,133.35,64.0,7.0,0.0577319442391492,2.0,461.0,11.254358555419033,139.79,8.23,1.0,76.5,18.0,7.4,16.6,25.579679435051567,5.63,6.7,20.31,86.09,78.72,2.332391918314143,65.19,3.37,2.0,37.8,14.3,16.6,11.9,25.0,1.0,3.41,5.19,8.15,46.025,39.21,0.00025,0.0006,57600.0,85.0
3,0.4358929432138528,0.0,8.0,1.0,0.0,0.0,213.57,52.34,265.92,224.73,41.18,233.86,7.0,1.0,14.74,2.13,24.0,1.0,0.0,1.0,2.0,1.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,122.0,6.0,45.68,4.78,5.66,28.32,3.7,9.33,14.37,114.211,27.64,46.96,6.0,1.0,241.116,6.0,133.35,64.0,7.0,0.1938143842314296,2.0,461.0,5.459665825921393,139.79,8.23,1.0,76.5,18.0,7.4,16.6,25.579679435051567,5.63,6.7,20.31,86.09,78.72,13.14620899413426,65.19,3.37,2.0,37.8,14.3,16.6,11.9,25.0,1.0,3.41,5.19,8.15,46.025,39.21,0.00025,0.0006,57600.0,85.0
4,0.430865517484268,0.0,8.0,1.0,0.0,0.0,213.57,52.34,265.92,224.73,41.18,233.86,7.0,1.0,14.74,2.13,24.0,1.0,0.0,1.0,2.0,1.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,122.0,6.0,45.68,4.78,5.66,28.32,3.7,9.33,14.37,114.211,27.64,46.96,6.0,1.0,241.116,6.0,133.35,64.0,7.0,0.131958729689484,2.0,461.0,10.31791657604985,139.79,8.23,1.0,76.5,18.0,7.4,16.6,25.579679435051567,5.63,6.7,20.31,86.09,78.72,3.3925700630023896,65.19,3.37,2.0,37.8,14.3,16.6,11.9,25.0,1.0,3.41,5.19,8.15,46.025,39.21,0.00025,0.0006,57600.0,85.0
4,0.754078269750242,0.0,8.0,1.0,0.0,0.0,213.57,52.34,265.92,224.73,41.18,233.86,7.0,1.0,14.74,2.13,24.0,1.0,0.0,1.0,2.0,1.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,122.0,6.0,45.68,4.78,5.66,28.32,3.7,9.33,14.37,114.211,27.64,46.96,6.0,1.0,241.116,6.0,133.35,64.0,7.0,0.29161696364396694,2.0,461.0,9.80644904689836,139.79,8.23,1.0,76.5,18.0,7.4,16.6,25.579679435051567,5.63,6.7,20.31,86.09,78.72,2.7454812511847027,65.19,3.37,2.0,37.8,14.3,16.6,11.9,25.0,1.0,3.41,5.19,8.15,46.025,39.21,0.000251,0.0006,57600.0,85.0
4,1.660417620396354,0.0,3.0,0.0,0.0,0.0,159.01,69.52,228.53,197.63,30.9,116.23,2.0,1.0,6.09,1.63,10.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,5.0,0.0,22.94,3.3,5.05,16.67,2.61,6.54,5.88,46.092,16.61,26.11,0.0,0.0,172.997,0.0,60.05,4.0,0.0,0.575637855921346,2.0,461.0,9.194130376823088,137.48,7.69,1.0,77.0,17.4,11.3,13.7,24.8,5.23,7.04,19.77,73.095,76.8,2.7564631761894414,65.19,3.37,2.0,37.8,14.3,16.6,11.9,25.0,1.0,3.41,5.19,8.15,46.025,39.21,0.00025,0.0006,57600.0,85.0
3,1.0209952199747523,0.0,3.0,0.0,0.0,0.0,159.01,69.52,228.53,197.63,30.9,116.23,2.0,1.0,6.09,1.63,10.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,5.0,0.0,22.94,3.3,5.05,16.67,2.61,6.54,5.88,46.092,16.61,26.11,0.0,0.0,172.997,0.0,60.05,4.0,0.0,0.10765728859069157,2.0,461.0,6.763493608292881,137.48,7.69,1.0,77.0,17.4,11.3,13.7,24.8,5.23,7.04,19.77,73.095,76.8,10.112140938291512,65.19,3.37,2.0,37.8,14.3,16.6,11.9,25.0,1.0,3.41,5.19,8.15,46.025,39.21,0.000249,0.0006,57600.0,85.0
4,1.4742319596896447,0.0,3.0,0.0,0.0,0.0,159.01,69.52,228.53,197.63,30.9,116.23,2.0,1.0,6.09,1.63,10.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,5.0,0.0,22.94,3.3,5.05,16.67,2.61,6.54,5.88,46.092,16.61,26.11,0.0,0.0,172.997,0.0,60.05,4.0,0.0,0.790091174794004,2.0,461.0,8.829398355897528,137.48,7.69,1.0,77.0,17.4,11.3,13.7,24.8,5.23,7.04,19.77,73.095,76.8,3.4985878774712145,65.19,3.37,2.0,37.8,14.3,16.6,11.9,25.0,1.0,3.41,5.19,8.15,46.025,39.21,0.00025,0.0006,57600.0,85.0
4,1.0014914333075,0.0,3.0,0.0,0.0,0.0,159.01,69.52,228.53,197.63,30.9,116.23,2.0,1.0,6.09,1.63,10.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,5.0,0.0,22.94,3.3,5.05,16.67,2.61,6.54,5.88,46.092,16.61,26.11,0.0,0.0,172.997,0.0,60.05,4.0,0.0,0.26524489439513,2.0,461.0,9.803252493060345,137.48,7.69,1.0,77.0,17.4,11.3,13.7,24.8,5.23,7.04,19.77,73.095,76.8,3.6046056919400393,65.19,3.37,2.0,37.8,14.3,16.6,11.9,25.0,1.0,3.41,5.19,8.15,46.025,39.21,0.00025,0.0006,57600.0,85.0
4,0.21433285881513134,0.0,3.0,0.0,0.0,0.0,159.01,69.52,228.53,197.63,30.9,116.23,2.0,1.0,6.09,1.63,10.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,5.0,0.0,22.94,3.3,5.05,16.67,2.61,6.54,5.88,46.092,16.61,26.11,0.0,0.0,172.997,0.0,60.05,4.0,0.0,0.18698371176278072,2.0,461.0,10.164308580246283,137.48,7.69,1.0,77.0,17.4,11.3,13.7,24.8,5.23,7.04,19.77,73.095,76.8,4.789961497085453,65.19,3.37,2.0,37.8,14.3,16.6,11.9,25.0,1.0,3.41,5.19,8.15,46.025,39.21,0.000249,0.0006,57600.0,85.0
2,0.4562663742369412,0.0,3.0,0.0,0.0,0.0,159.01,69.52,228.53,197.63,30.9,116.23,2.0,1.0,6.09,1.63,10.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,5.0,0.0,22.94,3.3,5.05,16.67,2.61,6.54,5.88,46.092,16.61,26.11,0.0,0.0,172.997,0.0,60.05,4.0,0.0,0.3216799783089872,2.0,461.0,6.214019779334479,137.48,7.69,1.0,77.0,17.4,11.3,13.7,24.8,5.23,7.04,19.77,73.095,76.8,12.086030849446015,65.19,3.37,2.0,37.8,14.3,16.6,11.9,25.0,1.0,3.41,5.19,8.15,46.025,39.21,0.00025,0.0006,57600.0,85.0
4,1.7813118831183588,0.0,3.0,0.0,0.0,0.0,159.01,69.52,228.53,197.63,30.9,116.23,2.0,1.0,6.09,1.63,10.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,5.0,0.0,22.94,3.3,5.05,16.67,2.61,6.54,5.88,46.092,16.61,26.11,0.0,0.0,172.997,0.0,60.05,4.0,0.0,0.8295957335337044,2.0,461.0,9.022774572354004,137.48,7.69,1.0,77.0,17.4,11.3,13.7,24.8,5.23,7.04,19.77,73.095,76.8,2.332391918314143,65.19,3.37,2.0,37.8,14.3,16.6,11.9,25.0,1.0,3.41,5.19,8.15,46.025,39.21,0.00025,0.0006,57600.0,85.0
2,0.6990364111160964,0.0,3.0,0.0,0.0,0.0,159.01,69.52,228.53,197.63,30.9,116.23,2.0,1.0,6.09,1.63,10.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,5.0,0.0,22.94,3.3,5.05,16.67,2.61,6.54,5.88,46.092,16.61,26.11,0.0,0.0,172.997,0.0,60.05,4.0,0.0,0.1636617433501864,2.0,461.0,11.679357922095104,137.48,7.69,1.0,77.0,17.4,11.3,13.7,24.8,5.23,7.04,19.77,73.095,76.8,0.636106886812948,65.19,3.37,2.0,37.8,14.3,16.6,11.9,25.0,1.0,3.41,5.19,8.15,46.025,39.21,0.00025,0.0006,57600.0,85.0
3,0.7823990882662156,0.0,3.0,0.0,0.0,0.0,159.01,69.52,228.53,197.63,30.9,116.23,2.0,1.0,6.09,1.63,10.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,5.0,0.0,22.94,3.3,5.05,16.67,2.61,6.54,5.88,46.092,16.61,26.11,0.0,0.0,172.997,0.0,60.05,4.0,0.0,0.660290481792132,2.0,461.0,5.219294686700085,137.48,7.69,1.0,77.0,17.4,11.3,13.7,24.8,5.23,7.04,19.77,73.095,76.8,12.722137736258961,65.19,3.37,2.0,37.8,14.3,16.6,11.9,25.0,1.0,3.41,5.19,8.15,46.025,39.21,0.00025,0.0006,57600.0,85.0
4,1.2028133060487904,0.0,3.0,0.0,0.0,0.0,159.01,69.52,228.53,197.63,30.9,116.23,2.0,1.0,6.09,1.63,10.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,5.0,0.0,22.94,3.3,5.05,16.67,2.61,6.54,5.88,46.092,16.61,26.11,0.0,0.0,172.997,0.0,60.05,4.0,0.0,0.5836158276232245,2.0,461.0,9.942012035848075,137.48,7.69,1.0,77.0,17.4,11.3,13.7,24.8,5.23,7.04,19.77,73.095,76.8,2.235315365306544,65.19,3.37,2.0,37.8,14.3,16.6,11.9,25.0,1.0,3.41,5.19,8.15,46.025,39.21,0.000249,0.0006,57600.0,85.0
4,0.8266018378573644,0.0,3.0,0.0,0.0,0.0,159.01,69.52,228.53,197.63,30.9,116.23,2.0,1.0,6.09,1.63,10.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,5.0,0.0,22.94,3.3,5.05,16.67,2.61,6.54,5.88,46.092,16.61,26.11,0.0,0.0,172.997,0.0,60.05,4.0,0.0,0.1975227936985008,2.0,461.0,10.783608669875132,137.48,7.69,1.0,77.0,17.4,11.3,13.7,24.8,5.23,7.04,19.77,73.095,76.8,2.120356289376494,65.19,3.37,2.0,37.8,14.3,16.6,11.9,25.0,1.0,3.41,5.19,8.15,46.025,39.21,0.00025,0.0006,57600.0,85.0
4,1.4806870836978403,0.0,3.0,0.0,0.0,0.0,159.01,69.52,228.53,197.63,30.9,116.23,2.0,1.0,6.09,1.63,10.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,5.0,0.0,22.94,3.3,5.05,16.67,2.61,6.54,5.88,46.092,16.61,26.11,0.0,0.0,172.997,0.0,60.05,4.0,0.0,1.0482420204883163,2.0,461.0,9.08461021560275,137.48,7.69,1.0,77.0,17.4,11.3,13.7,24.8,5.23,7.04,19.77,73.095,76.8,2.448202542954787,65.19,3.37,2.0,37.8,14.3,16.6,11.9,25.0,1.0,3.41,5.19,8.15,46.025,39.21,0.000249,0.0006,57600.0,85.0
2,0.4963974082420996,0.0,3.0,0.0,0.0,0.0,159.01,69.52,228.53,197.63,30.9,116.23,2.0,1.0,6.09,1.63,10.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,5.0,0.0,22.94,3.3,5.05,16.67,2.61,6.54,5.88,46.092,16.61,26.11,0.0,0.0,172.997,0.0,60.05,4.0,0.0,0.4684111964850168,2.0,461.0,8.249390573431674,137.48,7.69,1.0,77.0,17.4,11.3,13.7,24.8,5.23,7.04,19.77,73.095,76.8,7.527264827286554,65.19,3.37,2.0,37.8,14.3,16.6,11.9,25.0,1.0,3.41,5.19,8.15,46.025,39.21,0.00025,0.0006,57600.0,85.0
1,1.7935998647990352,0.0,3.0,0.0,0.0,0.0,159.01,69.52,228.53,197.63,30.9,116.23,2.0,1.0,6.09,1.63,10.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,5.0,0.0,22.94,3.3,5.05,16.67,2.61,6.54,5.88,46.092,16.61,26.11,0.0,0.0,172.997,0.0,60.05,4.0,0.0,0.0282175419569284,2.0,461.0,7.304351059730277,137.48,7.69,1.0,77.0,17.4,11.3,13.7,24.8,5.23,7.04,19.77,73.095,76.8,7.421247012817728,65.19,3.37,2.0,37.8,14.3,16.6,11.9,25.0,1.0,3.41,5.19,8.15,46.025,39.21,0.00025,0.0006,57600.0,85.0
4,0.5572675222745542,0.0,3.0,0.0,0.0,0.0,159.01,69.52,228.53,197.63,30.9,116.23,2.0,1.0,6.09,1.63,10.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,5.0,0.0,22.94,3.3,5.05,16.67,2.61,6.54,5.88,46.092,16.61,26.11,0.0,0.0,172.997,0.0,60.05,4.0,0.0,0.5156217506185772,2.0,461.0,9.367007650728816,137.48,7.69,1.0,77.0,17.4,11.3,13.7,24.8,5.23,7.04,19.77,73.095,76.8,5.002848674733695,65.19,3.37,2.0,37.8,14.3,16.6,11.9,25.0,1.0,3.41,5.19,8.15,46.025,39.21,0.000249,0.0006,57600.0,85.0
4,2.221733151766647,0.0,3.0,0.0,0.0,0.0,159.01,69.52,228.53,197.63,30.9,116.23,2.0,1.0,6.09,1.63,10.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,5.0,0.0,22.94,3.3,5.05,16.67,2.61,6.54,5.88,46.092,16.61,26.11,0.0,0.0,172.997,0.0,60.05,4.0,0.0,0.5552849622046212,2.0,461.0,9.163525892982982,137.48,7.69,1.0,77.0,17.4,11.3,13.7,24.8,5.23,7.04,19.77,73.095,76.8,1.5966538323618173,65.19,3.37,2.0,37.8,14.3,16.6,11.9,25.0,1.0,3.41,5.19,8.15,46.025,39.21,0.000249,0.0006,57600.0,85.0
3,0.5872246409107447,0.0,3.0,0.0,0.0,0.0,159.01,69.52,228.53,197.63,30.9,116.23,2.0,1.0,6.09,1.63,10.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,5.0,0.0,22.94,3.3,5.05,16.67,2.61,6.54,5.88,46.092,16.61,26.11,0.0,0.0,172.997,0.0,60.05,4.0,0.0,0.5722834814557832,2.0,461.0,4.974798717722872,137.48,7.69,1.0,77.0,17.4,11.3,13.7,24.8,5.23,7.04,19.77,73.095,76.8,13.837666547135752,65.19,3.37,2.0,37.8,14.3,16.6,11.9,25.0,1.0,3.41,5.19,8.15,46.025,39.21,0.000249,0.0006,57600.0,85.0
