, sample_no, plate_id, Eta.V_ave, Sn.PM.Loading, Fe.PM.Loading, Co.PM.Loading, Ta.PM.Loading, Mn.PM.Loading, Cu.PM.Loading
348, 355, 3860, 0.578467, 0.4, 0.2, 0, 0.2, 0, 0.2
349, 356, 3860, 0.615548, 0.6, 0, 0, 0.2, 0.2, 0
350, 357, 3860, 0.477132, 0.2, 0, 0.2, 0.6, 0, 0
351, 358, 3860, 0.679284, 0, 0, 0, 0.8, 0, 0.2
352, 359, 3860, 0.581314, 0.6, 0, 0, 0, 0.2, 0.2
353, 360, 3860, 0.453087, 0, 0.2, 0.4, 0.2, 0.2, 0
354, 361, 3860, 0.516919, 0, 0.6, 0, 0.2, 0.2, 0
355, 362, 3860, 0.46739, 0, 0.6, 0.2, 0, 0, 0.2
356, 363, 3860, 0.446573, 0.2, 0, 0.2, 0, 0.2, 0.4
357, 364, 3860, 0.630236, 0.2, 0, 0, 0.2, 0.2, 0.4
358, 365, 3860, 0.598029, 0.2, 0, 0, 0.2, 0, 0.6
359, 366, 3860, 0.479096, 0.5, 0, 0.2, 0.1, 0.2, 0
360, 367, 3860, 0.428826, 0, 0.1, 0.6, 0, 0, 0.3
361, 368, 3860, 0.496746, 0, 0, 0.1, 0.1, 0.8, 0
362, 369, 3860, 0.493832, 0.1, 0, 0.2, 0.1, 0, 0.6
363, 370, 3860, 0.554048, 0, 0, 0, 0.1, 0.3, 0.6
364, 371, 3860, 0.577053, 0.3, 0, 0, 0.1, 0.4, 0.2
365, 372, 3860, 0.496052, 0.1, 0, 0.2, 0.4, 0, 0.3
366, 373, 3860, 0.498717, 0.1, 0.4, 0, 0, 0.2, 0.3
367, 374, 3860, 0.674577, 0.3, 0, 0, 0.2, 0, 0.5
368, 375, 3860, 0.631538, 0.1, 0, 0, 0.2, 0, 0.7
369, 376, 3860, 0.590778, 0, 0.1, 0, 0.5, 0.2, 0.2
370, 377, 3860, 0.600423, 0.2, 0.1, 0, 0.4, 0, 0.3
371, 378, 3860, 0.465161, 0.2, 0.3, 0.1, 0.4, 0, 0
372, 379, 3860, 0.489921, 0.3, 0, 0.2, 0, 0.5, 0
373, 380, 3860, 0.467335, 0, 0.2, 0.2, 0.3, 0.3, 0
374, 381, 3860, 0.438855, 0, 0.2, 0.7, 0, 0.1, 0
375, 382, 3860, 0.515375, 0, 0, 0.1, 0.6, 0.2, 0.1
376, 383, 3860, 0.504742, 0.3, 0.6, 0, 0, 0.1, 0
377, 384, 3860, 0.552085, 0, 0.3, 0, 0.3, 0.1, 0.3
378, 386, 3860, 0.470304, 0.4, 0, 0.3, 0, 0.3, 0
379, 387, 3860, 0.499299, 0.4, 0.5, 0, 0.1, 0, 0
380, 388, 3860, 0.580103, 0.8, 0.1, 0, 0, 0.1, 0
381, 389, 3860, 0.476191, 0.5, 0.1, 0.1, 0, 0.3, 0
382, 390, 3860, 0.511079, 0.2, 0, 0.1, 0.4, 0, 0.3
383, 391, 3860, 0.445665, 0.5, 0.1, 0.1, 0.3, 0, 0
384, 392, 3860, 0.393912, 0.3, 0.3, 0.3, 0, 0.1, 0
385, 393, 3860, 0.479753, 0, 0, 0.6, 0.1, 0.3, 0
386, 394, 3860, 0.434131, 0.2, 0, 0.3, 0, 0.3, 0.2
387, 395, 3860, 0.430616, 0.3, 0.6, 0.1, 0, 0, 0
388, 396, 3860, 0.42588, 0, 0.5, 0.1, 0, 0.4, 0
389, 397, 3860, 0.432185, 0.1, 0.3, 0.2, 0.4, 0, 0
390, 398, 3860, 0.414722, 0.5, 0.2, 0.2, 0.1, 0, 0
391, 399, 3860, 0.465463, 0, 0, 0.2, 0.5, 0.3, 0
392, 400, 3860, 0.498908, 0.7, 0.3, 0, 0, 0, 0
393, 401, 3860, 0.4135, 0.1, 0.5, 0.3, 0, 0.1, 0
394, 402, 3860, 0.485511, 0.2, 0.7, 0, 0, 0.1, 0
395, 403, 3860, 0.564394, 0.7, 0, 0, 0, 0.3, 0
396, 404, 3860, 0.441417, 0, 0, 0.6, 0, 0.3, 0.1
397, 405, 3860, 0.521538, 0, 0.6, 0, 0.4, 0, 0
398, 406, 3860, 0.453186, 0, 0.3, 0.1, 0, 0.6, 0
399, 407, 3860, 0.506764, 0.1, 0, 0.1, 0.5, 0, 0.3
400, 408, 3860, 0.463522, 0, 0.2, 0.3, 0.4, 0, 0.1
401, 409, 3860, 0.451934, 0.1, 0, 0.7, 0.1, 0, 0.1
402, 410, 3860, 0.446085, 0.2, 0.6, 0.1, 0, 0.1, 0
403, 411, 3860, 0.467995, 0, 0.4, 0.3, 0, 0, 0.3
404, 412, 3860, 0.567143, 0.2, 0, 0, 0.1, 0.7, 0
405, 413, 3860, 0.58963, 0.3, 0, 0, 0.4, 0, 0.3
406, 414, 3860, 0.444223, 0, 0.1, 0.4, 0.3, 0.2, 0
407, 415, 3860, 0.509713, 0, 0.2, 0.1, 0.7, 0, 0
408, 416, 3860, 0.636564, 0.4, 0, 0, 0.3, 0.1, 0.2
409, 417, 3860, 0.450667, 0, 0, 0.3, 0.2, 0.5, 0
410, 418, 3860, 0.560738, 0.1, 0.1, 0, 0.5, 0.3, 0
411, 419, 3860, 0.482048, 0, 0.1, 0.1, 0, 0.2, 0.6
412, 420, 3860, 0.553106, 0.1, 0.1, 0, 0.6, 0.2, 0
413, 421, 3860, 0.457218, 0.3, 0.3, 0.1, 0.3, 0, 0
414, 422, 3860, 0.586023, 0.1, 0, 0, 0.3, 0.4, 0.2
415, 423, 3860, 0.466794, 0, 0.4, 0.3, 0.2, 0, 0.1
416, 424, 3860, 0.554501, 0, 0.4, 0, 0.3, 0.2, 0.1
417, 425, 3860, 0.585102, 0.2, 0.1, 0, 0.1, 0, 0.6
418, 426, 3860, 0.487836, 0.1, 0, 0.1, 0, 0.2, 0.6
419, 427, 3860, 0.463902, 0, 0.5, 0.3, 0.2, 0, 0
420, 428, 3860, 0.444661, 0.5, 0, 0.4, 0, 0.1, 0
421, 429, 3860, 0.438685, 0.3, 0, 0.4, 0.1, 0.2, 0
422, 430, 3860, 0.415865, 0, 0, 0.1, 0, 0.7, 0.2
423, 431, 3860, 0.467394, 0, 0.4, 0.4, 0.1, 0, 0.1
424, 432, 3860, 0.43874, 0, 0.1, 0.1, 0, 0.5, 0.3
425, 433, 3860, 0.547327, 0, 0.2, 0, 0.4, 0.4, 0
426, 434, 3860, 0.459395, 0, 0.2, 0.1, 0, 0, 0.7
427, 435, 3860, 0.479328, 0, 0.2, 0, 0.1, 0, 0.7
428, 436, 3860, 0.433853, 0.2, 0.5, 0.2, 0.1, 0, 0
429, 437, 3860, 0.60595, 0.1, 0, 0, 0.5, 0, 0.4
430, 438, 3860, 0.489138, 0, 0.3, 0.1, 0.2, 0.4, 0
431, 439, 3860, 0.564425, 0.5, 0.1, 0, 0, 0.2, 0.2
432, 440, 3860, 0.498711, 0, 0, 0.1, 0.2, 0.7, 0
433, 441, 3860, 0.423222, 0.1, 0.8, 0.1, 0, 0, 0
434, 442, 3860, 0.43101, 0, 0.4, 0.1, 0, 0.3, 0.2
435, 443, 3860, 0.475615, 0, 0.3, 0.4, 0.1, 0, 0.2
436, 444, 3860, 0.434071, 0.3, 0, 0.2, 0, 0.1, 0.4
437, 445, 3860, 0.526474, 0, 0, 0.1, 0, 0.4, 0.5
438, 446, 3860, 0.508685, 0, 0.6, 0, 0.1, 0.2, 0.1
439, 447, 3860, 0.428622, 0, 0.2, 0.3, 0, 0.4, 0.1
440, 448, 3860, 0.601152, 0.4, 0.1, 0, 0, 0.2, 0.3
441, 450, 3860, 0.599284, 0.3, 0, 0, 0.3, 0.1, 0.3
442, 451, 3860, 0.490385, 0.4, 0, 0.1, 0.1, 0.4, 0
443, 452, 3860, 0.435898, 0.2, 0.1, 0.6, 0, 0.1, 0
444, 453, 3860, 0.483684, 0.1, 0, 0.1, 0.1, 0, 0.7
445, 454, 3860, 0.485172, 0.7, 0.1, 0.1, 0.1, 0, 0
446, 455, 3860, 0.494023, 0.4, 0, 0.1, 0, 0.3, 0.2
447, 456, 3860, 0.604116, 0.5, 0, 0, 0.5, 0, 0
448, 457, 3860, 0.476985, 0.3, 0, 0.1, 0.6, 0, 0
449, 458, 3860, 0.440864, 0.3, 0, 0.3, 0.4, 0, 0
450, 459, 3860, 0.414205, 0.2, 0.2, 0.3, 0, 0, 0.3
451, 460, 3860, 0.444913, 0.5, 0.1, 0.1, 0, 0, 0.3
452, 461, 3860, 0.563444, 0, 0, 0, 0.5, 0.3, 0.2
453, 462, 3860, 0.441672, 0, 0.4, 0, 0, 0.1, 0.5
454, 463, 3860, 0.498932, 0, 0.3, 0, 0.1, 0.5, 0.1
455, 464, 3860, 0.426161, 0, 0.1, 0, 0, 0.6, 0.3
456, 465, 3860, 0.469684, 0.1, 0, 0.5, 0.1, 0.3, 0
457, 466, 3860, 0.521386, 0, 0.4, 0, 0.2, 0.1, 0.3
458, 467, 3860, 0.464, 0.1, 0.1, 0.4, 0, 0.4, 0
459, 468, 3860, 0.473016, 0.1, 0, 0.2, 0.2, 0.5, 0
460, 469, 3860, 0.494253, 0, 0.5, 0, 0.2, 0, 0.3
461, 470, 3860, 0.49528, 0.2, 0, 0.1, 0.6, 0.1, 0
462, 471, 3860, 0.617822, 0.3, 0, 0, 0.5, 0.2, 0
463, 472, 3860, 0.564764, 0, 0, 0, 0.3, 0.5, 0.2
464, 473, 3860, 0.445034, 0, 0.2, 0.4, 0, 0.1, 0.3
465, 474, 3860, 0.481866, 0, 0.4, 0.1, 0.3, 0, 0.2
466, 475, 3860, 0.433926, 0.1, 0.2, 0.5, 0, 0.2, 0
467, 476, 3860, 0.49102, 0, 0.5, 0.1, 0.4, 0, 0
468, 477, 3860, 0.426687, 0, 0.1, 0, 0, 0.7, 0.2
469, 478, 3860, 0.486621, 0, 0.2, 0.2, 0.5, 0.1, 0
470, 479, 3860, 0.442832, 0.3, 0, 0.1, 0, 0, 0.6
471, 480, 3860, 0.576543, 0.1, 0, 0, 0, 0.2, 0.7
472, 481, 3860, 0.590844, 0, 0.1, 0, 0.7, 0, 0.2
473, 482, 3860, 0.5016, 0.3, 0.4, 0, 0, 0, 0.3
474, 483, 3860, 0.448924, 0, 0, 0.7, 0.3, 0, 0
475, 484, 3860, 0.481719, 0, 0, 0.2, 0.3, 0, 0.5
476, 485, 3860, 0.526115, 0.4, 0.3, 0, 0, 0, 0.3
477, 486, 3860, 0.621238, 0.6, 0, 0, 0.1, 0.1, 0.2
478, 487, 3860, 0.463697, 0, 0.1, 0.3, 0.1, 0.5, 0
479, 488, 3860, 0.448322, 0, 0.1, 0.7, 0.1, 0.1, 0
480, 489, 3860, 0.457797, 0, 0.4, 0.4, 0.2, 0, 0
481, 490, 3860, 0.624146, 0.2, 0, 0, 0.6, 0.1, 0.1
482, 491, 3860, 0.501043, 0.5, 0, 0.1, 0.1, 0.3, 0
483, 492, 3860, 0.428262, 0, 0.6, 0.1, 0, 0.2, 0.1
484, 493, 3860, 0.459561, 0, 0.1, 0.4, 0, 0.2, 0.3
485, 494, 3860, 0.450283, 0, 0.3, 0.5, 0, 0.1, 0.1
486, 495, 3860, 0.55723, 0, 0.1, 0, 0.4, 0, 0.5
487, 496, 3860, 0.415207, 0.3, 0.3, 0.2, 0, 0.2, 0
488, 497, 3860, 0.421013, 0.1, 0.2, 0.6, 0, 0, 0.1
489, 498, 3860, 0.452599, 0, 0.8, 0.1, 0, 0, 0.1
490, 499, 3860, 0.512924, 0.1, 0.7, 0, 0.2, 0, 0
491, 500, 3860, 0.590748, 0.4, 0, 0, 0.3, 0.2, 0.1
492, 501, 3860, 0.536952, 0.4, 0.3, 0, 0.2, 0.1, 0
493, 502, 3860, 0.459132, 0, 0, 0.3, 0.2, 0.3, 0.2
494, 503, 3860, 0.658787, 0.1, 0, 0, 0.6, 0, 0.3
495, 504, 3860, 0.515074, 0.1, 0.6, 0, 0.1, 0.2, 0
496, 505, 3860, 0.551357, 0.5, 0.2, 0, 0.2, 0.1, 0
497, 506, 3860, 0.416233, 0.5, 0.3, 0.2, 0, 0, 0
498, 507, 3860, 0.608768, 0.4, 0, 0, 0, 0.2, 0.4
499, 508, 3860, 0.437627, 0.3, 0.2, 0.2, 0, 0.3, 0
500, 509, 3860, 0.525564, 0.2, 0.3, 0, 0.1, 0.4, 0
501, 510, 3860, 0.576809, 0, 0.1, 0, 0.3, 0.5, 0.1
502, 511, 3860, 0.537854, 0.2, 0.3, 0, 0.2, 0.3, 0
503, 512, 3860, 0.477231, 0.6, 0, 0.3, 0, 0.1, 0
504, 514, 3860, 0.512248, 0, 0.3, 0, 0.2, 0.1, 0.4
505, 515, 3860, 0.563907, 0, 0.1, 0, 0.6, 0.3, 0
506, 516, 3860, 0.521003, 0.3, 0.1, 0, 0, 0.3, 0.3
507, 517, 3860, 0.433727, 0, 0, 0.7, 0, 0.1, 0.2
508, 518, 3860, 0.46206, 0, 0.1, 0.2, 0, 0.3, 0.4
509, 519, 3860, 0.482619, 0, 0.7, 0, 0.1, 0.1, 0.1
510, 520, 3860, 0.418422, 0.3, 0.1, 0.1, 0, 0, 0.5
511, 521, 3860, 0.616831, 0.1, 0.1, 0, 0.6, 0, 0.2
512, 522, 3860, 0.570143, 0.2, 0, 0, 0.1, 0.2, 0.5
513, 523, 3860, 0.472267, 0, 0, 0.5, 0.2, 0.1, 0.2
514, 524, 3860, 0.464459, 0, 0.5, 0.1, 0.1, 0, 0.3
515, 525, 3860, 0.459042, 0.1, 0.2, 0, 0, 0, 0.7
516, 526, 3860, 0.593774, 0.1, 0.1, 0, 0.4, 0, 0.4
517, 527, 3860, 0.463323, 0.1, 0, 0.2, 0, 0.2, 0.5
518, 528, 3860, 0.461705, 0.1, 0, 0.6, 0.1, 0, 0.2
519, 529, 3860, 0.521297, 0.4, 0.1, 0, 0, 0.3, 0.2
520, 530, 3860, 0.450377, 0, 0.4, 0.2, 0.1, 0.3, 0
521, 531, 3860, 0.459583, 0, 0, 0.3, 0.4, 0.2, 0.1
522, 532, 3860, 0.476137, 0.5, 0.5, 0, 0, 0, 0
523, 533, 3860, 0.468875, 0.1, 0.4, 0.1, 0.4, 0, 0
524, 534, 3860, 0.471604, 0, 0.4, 0.2, 0, 0, 0.4
525, 535, 3860, 0.583347, 0, 0.1, 0, 0.5, 0, 0.4
526, 536, 3860, 0.453293, 0, 0, 0.6, 0.1, 0, 0.3
527, 537, 3860, 0.445638, 0, 0.3, 0.3, 0.2, 0.2, 0
528, 538, 3860, 0.457973, 0, 0.1, 0.3, 0.4, 0.2, 0
529, 539, 3860, 0.505226, 0.3, 0.2, 0, 0, 0.4, 0.1
530, 540, 3860, 0.48357, 0, 0.2, 0.1, 0.2, 0, 0.5
531, 541, 3860, 0.46907, 0, 0, 0.4, 0.1, 0.2, 0.3
532, 542, 3860, 0.516794, 0.4, 0.3, 0, 0, 0.1, 0.2
533, 543, 3860, 0.454438, 0.1, 0, 0.6, 0.2, 0, 0.1
534, 544, 3860, 0.466944, 0, 0, 0.3, 0.5, 0.1, 0.1
535, 545, 3860, 0.457423, 0, 0.2, 0.4, 0.1, 0.3, 0
536, 546, 3860, 0.583541, 0.7, 0.2, 0, 0.1, 0, 0
537, 547, 3860, 0.510084, 0.1, 0.1, 0, 0, 0.6, 0.2
538, 548, 3860, 0.443009, 0.1, 0.5, 0.1, 0, 0.3, 0
539, 549, 3860, 0.44808, 0.2, 0.5, 0.1, 0.2, 0, 0
540, 550, 3860, 0.464722, 0.3, 0, 0.2, 0.5, 0, 0
541, 551, 3860, 0.481913, 0.2, 0, 0.7, 0, 0.1, 0
542, 552, 3860, 0.544081, 0.6, 0.3, 0, 0, 0, 0.1
543, 553, 3860, 0.608915, 0.7, 0.1, 0, 0.1, 0, 0.1
544, 554, 3860, 0.468192, 0.3, 0, 0.1, 0, 0.2, 0.4
545, 555, 3860, 0.522645, 0.3, 0.5, 0, 0.1, 0, 0.1
546, 556, 3860, 0.451064, 0, 0, 0.3, 0.1, 0.4, 0.2
547, 557, 3860, 0.483011, 0.7, 0.2, 0.1, 0, 0, 0
548, 558, 3860, 0.520856, 0, 0, 0.1, 0.6, 0.1, 0.2
549, 559, 3860, 0.499769, 0, 0.1, 0.1, 0.5, 0.3, 0
550, 560, 3860, 0.463139, 0.5, 0, 0.2, 0, 0.2, 0.1
551, 561, 3860, 0.438982, 0, 0.1, 0.6, 0, 0.1, 0.2
552, 562, 3860, 0.492833, 0, 0.1, 0.1, 0.3, 0, 0.5
553, 563, 3860, 0.482783, 0, 0, 0.3, 0.3, 0, 0.4
554, 564, 3860, 0.461238, 0, 0.1, 0.4, 0.3, 0, 0.2
555, 565, 3860, 0.440269, 0, 0.2, 0.3, 0, 0.3, 0.2
556, 566, 3860, 0.502622, 0, 0, 0.2, 0.7, 0.1, 0
557, 567, 3860, 0.600232, 0, 0, 0, 0.3, 0, 0.7
558, 568, 3860, 0.46932, 0, 0, 0.2, 0.2, 0.3, 0.3
559, 569, 3860, 0.496627, 0, 0.1, 0, 0, 0.3, 0.6
560, 570, 3860, 0.584499, 0.1, 0, 0, 0.1, 0.2, 0.6
561, 571, 3860, 0.623425, 0.6, 0.1, 0, 0.2, 0, 0.1
562, 572, 3860, 0.504782, 0.1, 0.3, 0, 0, 0.3, 0.3
563, 573, 3860, 0.599524, 0.3, 0, 0, 0, 0.3, 0.4
564, 574, 3860, 0.503289, 0, 0, 0.3, 0.1, 0.2, 0.4
565, 575, 3860, 0.670475, 0.4, 0, 0, 0.5, 0, 0.1
566, 576, 3860, 0.568172, 0, 0.2, 0, 0.2, 0.3, 0.3
567, 578, 3860, 0.450544, 0, 0.3, 0.5, 0.2, 0, 0
568, 579, 3860, 0.524431, 0, 0.4, 0, 0.3, 0.1, 0.2
569, 580, 3860, 0.210394, 0.6, 0.1, 0, 0, 0.2, 0.1
570, 581, 3860, 0.473274, 0, 0, 0.7, 0.1, 0.2, 0
571, 582, 3860, 0.497023, 0, 0.7, 0, 0.3, 0, 0
572, 583, 3860, 0.400452, 0.2, 0.3, 0.1, 0, 0, 0.4
573, 584, 3860, 0.466817, 0, 0.2, 0.2, 0.3, 0, 0.3
574, 585, 3860, 0.623073, 0, 0, 0, 0.8, 0.1, 0.1
575, 586, 3860, 0.455185, 0, 0, 0, 0.1, 0.7, 0.2
576, 587, 3860, 0.538127, 0.8, 0, 0.1, 0, 0.1, 0
577, 588, 3860, 0.498389, 0, 0, 0.1, 0.7, 0.2, 0
578, 589, 3860, 0.47597, 0, 0, 0.4, 0.2, 0, 0.4
579, 590, 3860, 0.414767, 0, 0, 0, 0, 0.7, 0.3
580, 591, 3860, 0.451061, 0, 0, 0.1, 0.1, 0.7, 0.1
581, 592, 3860, 0.593901, 0.1, 0.1, 0, 0.7, 0, 0.1
582, 593, 3860, 0.445854, 0, 0.2, 0.3, 0, 0.2, 0.3
583, 594, 3860, 0.500389, 0, 0, 0.2, 0, 0.1, 0.7
584, 595, 3860, 0.498122, 0.4, 0, 0.1, 0.1, 0, 0.4
585, 596, 3860, 0.545661, 0.1, 0, 0, 0.2, 0.5, 0.2
586, 597, 3860, 0.445412, 0.5, 0, 0.2, 0, 0, 0.3
587, 598, 3860, 0.425419, 0, 0.6, 0.2, 0, 0.1, 0.1
588, 599, 3860, 0.434968, 0, 0, 0.8, 0, 0.1, 0.1
589, 600, 3860, 0.409572, 0.3, 0.1, 0.3, 0, 0, 0.3
590, 601, 3860, 0.434166, 0.1, 0.1, 0.3, 0.5, 0, 0
591, 602, 3860, 0.511672, 0, 0, 0.1, 0.6, 0, 0.3
592, 603, 3860, 0.431337, 0.2, 0, 0.5, 0, 0, 0.3
593, 604, 3860, 0.503821, 0.3, 0.4, 0, 0.1, 0.2, 0
594, 605, 3860, 0.427247, 0.3, 0, 0.3, 0, 0.1, 0.3
595, 606, 3860, 0.42722, 0.1, 0.1, 0.6, 0, 0, 0.2
596, 607, 3860, 0.525659, 0.3, 0.1, 0, 0, 0.6, 0
597, 608, 3860, 0.486143, 0.1, 0.8, 0, 0, 0.1, 0
598, 609, 3860, 0.578572, 0.5, 0, 0, 0.2, 0.3, 0
599, 610, 3860, 0.49129, 0.6, 0, 0.2, 0.1, 0, 0.1
600, 611, 3860, 0.57212, 0.1, 0, 0, 0, 0.1, 0.8
601, 612, 3860, 0.466607, 0.3, 0, 0.2, 0.1, 0.4, 0
602, 613, 3860, 0.452875, 0.5, 0.2, 0.1, 0.2, 0, 0
603, 614, 3860, 0.52527, 0.5, 0.4, 0, 0.1, 0, 0
604, 615, 3860, 0.459876, 0.6, 0.2, 0.1, 0, 0.1, 0
605, 616, 3860, 0.43128, 0.1, 0.1, 0.5, 0, 0, 0.3
606, 617, 3860, 0.46666, 0.3, 0, 0.6, 0, 0.1, 0
607, 618, 3860, 0.50435, 0.4, 0, 0.1, 0.3, 0.2, 0
608, 619, 3860, 0.531959, 0.5, 0.3, 0, 0, 0, 0.2
609, 620, 3860, 0.48801, 0.1, 0.8, 0, 0, 0, 0.1
610, 621, 3860, 0.542458, 0.2, 0, 0, 0, 0.1, 0.7
611, 622, 3860, 0.489222, 0.1, 0.5, 0, 0, 0.4, 0
612, 623, 3860, 0.445164, 0.1, 0.1, 0.2, 0, 0, 0.6
613, 624, 3860, 0.559024, 0, 0.1, 0, 0.2, 0.1, 0.6
614, 625, 3860, 0.486091, 0.2, 0, 0.4, 0, 0.4, 0
615, 626, 3860, 0.444422, 0.2, 0.5, 0.1, 0, 0.2, 0
616, 627, 3860, 0.445068, 0.1, 0, 0.5, 0, 0, 0.4
617, 628, 3860, 0.577782, 0, 0, 0, 0.2, 0.3, 0.5
618, 629, 3860, 0.603363, 0.3, 0, 0, 0.4, 0.2, 0.1
619, 630, 3860, 0.488653, 0.1, 0.6, 0, 0, 0, 0.3
620, 631, 3860, 0.540346, 0, 0, 0, 0, 0.3, 0.7
621, 632, 3860, 0.456025, 0, 0.3, 0, 0, 0.6, 0.1
622, 633, 3860, 0.673092, 0.2, 0, 0, 0.3, 0, 0.5
623, 634, 3860, 0.604811, 0, 0.1, 0, 0.8, 0.1, 0
624, 635, 3860, 0.425111, 0, 0.3, 0.2, 0, 0.3, 0.2
625, 636, 3860, 0.501627, 0, 0, 0.1, 0.1, 0, 0.8
626, 637, 3860, 0.435728, 0.1, 0.5, 0.3, 0.1, 0, 0
627, 638, 3860, 0.458562, 0.6, 0.1, 0.2, 0.1, 0, 0
628, 639, 3860, 0.529582, 0, 0.1, 0.1, 0.6, 0, 0.2
629, 640, 3860, 0.481494, 0, 0.1, 0.2, 0.5, 0.2, 0
630, 642, 3860, 0.554649, 0.4, 0.2, 0, 0.4, 0, 0
631, 643, 3860, 0.46667, 0.3, 0, 0.2, 0.4, 0.1, 0
632, 644, 3860, 0.42479, 0, 0, 0.4, 0, 0, 0.6
633, 645, 3860, 0.456019, 0, 0.6, 0.1, 0.1, 0, 0.2
634, 646, 3860, 0.422624, 0, 0.2, 0.3, 0, 0.5, 0
635, 647, 3860, 0.479958, 0.1, 0.7, 0, 0, 0.2, 0
636, 648, 3860, 0.495376, 0.4, 0.4, 0, 0, 0.1, 0.1
637, 649, 3860, 0.584049, 0.4, 0, 0, 0, 0.4, 0.2
638, 650, 3860, 0.620644, 0.3, 0, 0, 0.6, 0.1, 0
639, 651, 3860, 0.460434, 0, 0, 0.9, 0.1, 0, 0
640, 652, 3860, 0.542525, 0.1, 0, 0, 0.1, 0.3, 0.5
641, 653, 3860, 0.498418, 0, 0, 0, 0.1, 0.5, 0.4
642, 654, 3860, 0.433912, 0.1, 0.4, 0.4, 0.1, 0, 0
643, 655, 3860, 0.476172, 0, 0.3, 0.2, 0.1, 0, 0.4
644, 656, 3860, 0.483091, 0.1, 0.4, 0, 0, 0.3, 0.2
645, 657, 3860, 0.479816, 0.1, 0.2, 0, 0, 0.6, 0.1
646, 658, 3860, 0.474399, 0.1, 0.3, 0.1, 0.5, 0, 0
647, 659, 3860, 0.530588, 0, 0.2, 0, 0.2, 0.1, 0.5
648, 660, 3860, 0.520782, 0, 0.5, 0, 0.2, 0.2, 0.1
649, 661, 3860, 0.518189, 0.2, 0.1, 0, 0, 0.5, 0.2
650, 662, 3860, 0.543132, 0.1, 0.3, 0, 0.4, 0, 0.2
651, 663, 3860, 0.467261, 0.1, 0, 0.2, 0.7, 0, 0
652, 664, 3860, 0.504888, 0.3, 0.3, 0, 0.1, 0.3, 0
653, 665, 3860, 0.528386, 0, 0.5, 0, 0.3, 0.2, 0
654, 666, 3860, 0.43466, 0, 0, 0.2, 0.1, 0.6, 0.1
655, 667, 3860, 0.472837, 0, 0, 0.2, 0.3, 0.3, 0.2
656, 668, 3860, 0.519083, 0.4, 0.2, 0, 0.1, 0.3, 0
657, 669, 3860, 0.449385, 0, 0.2, 0.3, 0.2, 0.3, 0
658, 670, 3860, 0.462182, 0.1, 0, 0.3, 0.5, 0.1, 0
659, 671, 3860, 0.638866, 0.5, 0, 0, 0.3, 0, 0.2
660, 672, 3860, 0.477638, 0, 0.2, 0.3, 0.2, 0, 0.3
661, 673, 3860, 0.54567, 0.2, 0.1, 0, 0.1, 0.6, 0
662, 674, 3860, 0.513405, 0, 0, 0.2, 0, 0.3, 0.5
663, 675, 3860, 0.432114, 0.1, 0.4, 0.2, 0, 0.3, 0
664, 676, 3860, 0.511644, 0.5, 0, 0.1, 0.4, 0, 0
665, 677, 3860, 0.527738, 0.7, 0, 0.1, 0, 0.2, 0
666, 678, 3860, 0.624543, 0.2, 0, 0, 0.4, 0.3, 0.1
667, 679, 3860, 0.610724, 0, 0, 0, 0.6, 0.1, 0.3
668, 680, 3860, 0.511962, 0.2, 0.5, 0, 0.1, 0.2, 0
669, 681, 3860, 0.550192, 0.3, 0.3, 0, 0.3, 0, 0.1
670, 682, 3860, 0.491925, 0, 0.1, 0.1, 0, 0.8, 0
671, 683, 3860, 0.46778, 0, 0.1, 0.1, 0, 0.1, 0.7
672, 684, 3860, 0.555226, 0, 0, 0, 0.3, 0.1, 0.6
673, 685, 3860, 0.427995, 0.4, 0, 0.3, 0, 0.1, 0.2
674, 686, 3860, 0.451632, 0.2, 0, 0.4, 0, 0.3, 0.1
675, 687, 3860, 0.480611, 0.3, 0, 0.2, 0.2, 0, 0.3
676, 688, 3860, 0.488805, 0, 0.1, 0, 0, 0.5, 0.4
677, 689, 3860, 0.477034, 0, 0, 0.3, 0.5, 0, 0.2
678, 690, 3860, 0.563745, 0.4, 0.1, 0, 0.4, 0.1, 0
679, 691, 3860, 0.437674, 0, 0.2, 0.5, 0, 0.3, 0
680, 692, 3860, 0.60999, 0.2, 0, 0, 0.2, 0.1, 0.5
681, 693, 3860, 0.471411, 0, 0, 0.2, 0.3, 0.4, 0.1
682, 694, 3860, 0.447622, 0, 0, 0.7, 0.1, 0, 0.2
683, 695, 3860, 0.536324, 0, 0.2, 0, 0.2, 0.5, 0.1
684, 696, 3860, 0.543446, 0.2, 0.2, 0, 0.3, 0.3, 0
685, 697, 3860, 0.429582, 0, 0.1, 0.7, 0, 0, 0.2
686, 698, 3860, 0.678454, 0.7, 0, 0, 0.1, 0, 0.2
687, 699, 3860, 0.515289, 0.2, 0.3, 0, 0, 0.1, 0.4
688, 700, 3860, 0.46494, 0.1, 0.6, 0.1, 0.2, 0, 0
689, 701, 3860, 0.543681, 0.2, 0.1, 0, 0, 0.2, 0.5
690, 702, 3860, 0.54914, 0.4, 0.2, 0, 0, 0.1, 0.3
691, 703, 3860, 0.455246, 0.2, 0, 0.6, 0.1, 0.1, 0
692, 704, 3860, 0.466954, 0.3, 0, 0.3, 0.3, 0.1, 0
693, 706, 3860, 0.470167, 0.3, 0.7, 0, 0, 0, 0
694, 707, 3860, 0.496604, 0, 0.3, 0.1, 0.4, 0.2, 0
