, sample_no, plate_id, Eta.V_ave, Sn.PM.Loading, Sb.PM.Loading, Co.PM.Loading, Ca.PM.Loading, Ni.PM.Loading, Mn.PM.Loading
348, 355, 4098, 0.523398, 0.4, 0.2, 0, 0.2, 0, 0.2
349, 356, 4098, 0.48962, 0.6, 0, 0, 0.2, 0.2, 0
350, 357, 4098, 0.458578, 0.2, 0, 0.2, 0.6, 0, 0
351, 358, 4098, 0.509295, 0, 0, 0, 0.8, 0, 0.2
352, 359, 4098, 0.483362, 0.6, 0, 0, 0, 0.2, 0.2
353, 360, 4098, 0.447228, 0, 0.2, 0.4, 0.2, 0.2, 0
354, 361, 4098, 0.521591, 0, 0.6, 0, 0.2, 0.2, 0
355, 362, 4098, 0.479403, 0, 0.6, 0.2, 0, 0, 0.2
356, 363, 4098, 0.460088, 0.2, 0, 0.2, 0, 0.2, 0.4
357, 364, 4098, 0.50759, 0.2, 0, 0, 0.2, 0.2, 0.4
358, 365, 4098, 0.482562, 0.2, 0, 0, 0.2, 0, 0.6
359, 366, 4098, 0.435802, 0.5, 0, 0.2, 0.1, 0.2, 0
360, 367, 4098, 0.458644, 0, 0.1, 0.6, 0, 0, 0.3
361, 368, 4098, 0.409326, 0, 0, 0.1, 0.1, 0.8, 0
362, 369, 4098, 0.47975, 0.1, 0, 0.2, 0.1, 0, 0.6
363, 370, 4098, 0.469158, 0, 0, 0, 0.1, 0.3, 0.6
364, 371, 4098, 0.437087, 0.3, 0, 0, 0.1, 0.4, 0.2
365, 372, 4098, 0.487145, 0.1, 0, 0.2, 0.4, 0, 0.3
366, 373, 4098, 0.542699, 0.1, 0.4, 0, 0, 0.2, 0.3
367, 374, 4098, 0.552431, 0.3, 0, 0, 0.2, 0, 0.5
368, 375, 4098, 0.542076, 0.1, 0, 0, 0.2, 0, 0.7
369, 376, 4098, 0.513615, 0, 0.1, 0, 0.5, 0.2, 0.2
370, 377, 4098, 0.556753, 0.2, 0.1, 0, 0.4, 0, 0.3
371, 378, 4098, 0.472242, 0.2, 0.3, 0.1, 0.4, 0, 0
372, 379, 4098, 0.402602, 0.3, 0, 0.2, 0, 0.5, 0
373, 380, 4098, 0.463241, 0, 0.2, 0.2, 0.3, 0.3, 0
374, 381, 4098, 0.437032, 0, 0.2, 0.7, 0, 0.1, 0
375, 382, 4098, 0.44653, 0, 0, 0.1, 0.6, 0.2, 0.1
376, 383, 4098, 0.542807, 0.3, 0.6, 0, 0, 0.1, 0
377, 384, 4098, 0.533858, 0, 0.3, 0, 0.3, 0.1, 0.3
378, 386, 4098, 0.421417, 0.4, 0, 0.3, 0, 0.3, 0
379, 387, 4098, 0.621082, 0.4, 0.5, 0, 0.1, 0, 0
380, 388, 4098, 0.555726, 0.8, 0.1, 0, 0, 0.1, 0
381, 389, 4098, 0.485846, 0.5, 0.1, 0.1, 0, 0.3, 0
382, 390, 4098, 0.503053, 0.2, 0, 0.1, 0.4, 0, 0.3
383, 391, 4098, 0.471985, 0.5, 0.1, 0.1, 0.3, 0, 0
384, 392, 4098, 0.45239, 0.3, 0.3, 0.3, 0, 0.1, 0
385, 393, 4098, 0.420927, 0, 0, 0.6, 0.1, 0.3, 0
386, 394, 4098, 0.407269, 0.2, 0, 0.3, 0, 0.3, 0.2
387, 395, 4098, 0.496649, 0.3, 0.6, 0.1, 0, 0, 0
388, 396, 4098, 0.513596, 0, 0.5, 0.1, 0, 0.4, 0
389, 397, 4098, 0.495274, 0.1, 0.3, 0.2, 0.4, 0, 0
390, 398, 4098, 0.487312, 0.5, 0.2, 0.2, 0.1, 0, 0
391, 399, 4098, 0.440278, 0, 0, 0.2, 0.5, 0.3, 0
392, 400, 4098, 0.486455, 0.7, 0.3, 0, 0, 0, 0
393, 401, 4098, 0.475406, 0.1, 0.5, 0.3, 0, 0.1, 0
394, 402, 4098, 0.517897, 0.2, 0.7, 0, 0, 0.1, 0
395, 403, 4098, 0.503641, 0.7, 0, 0, 0, 0.3, 0
396, 404, 4098, 0.428824, 0, 0, 0.6, 0, 0.3, 0.1
397, 405, 4098, 0.527413, 0, 0.6, 0, 0.4, 0, 0
398, 406, 4098, 0.448107, 0, 0.3, 0.1, 0, 0.6, 0
399, 407, 4098, 0.478438, 0.1, 0, 0.1, 0.5, 0, 0.3
400, 408, 4098, 0.484486, 0, 0.2, 0.3, 0.4, 0, 0.1
401, 409, 4098, 0.464095, 0.1, 0, 0.7, 0.1, 0, 0.1
402, 410, 4098, 0.48548, 0.2, 0.6, 0.1, 0, 0.1, 0
403, 411, 4098, 0.467991, 0, 0.4, 0.3, 0, 0, 0.3
404, 412, 4098, 0.438259, 0.2, 0, 0, 0.1, 0.7, 0
405, 413, 4098, 0.532611, 0.3, 0, 0, 0.4, 0, 0.3
406, 414, 4098, 0.468734, 0, 0.1, 0.4, 0.3, 0.2, 0
407, 415, 4098, 0.501292, 0, 0.2, 0.1, 0.7, 0, 0
408, 416, 4098, 0.53213, 0.4, 0, 0, 0.3, 0.1, 0.2
409, 417, 4098, 0.422967, 0, 0, 0.3, 0.2, 0.5, 0
410, 418, 4098, 0.468113, 0.1, 0.1, 0, 0.5, 0.3, 0
411, 419, 4098, 0.4792, 0, 0.1, 0.1, 0, 0.2, 0.6
412, 420, 4098, 0.508995, 0.1, 0.1, 0, 0.6, 0.2, 0
413, 421, 4098, 0.510626, 0.3, 0.3, 0.1, 0.3, 0, 0
414, 422, 4098, 0.48309, 0.1, 0, 0, 0.3, 0.4, 0.2
415, 423, 4098, 0.478583, 0, 0.4, 0.3, 0.2, 0, 0.1
416, 424, 4098, 0.490234, 0, 0.4, 0, 0.3, 0.2, 0.1
417, 425, 4098, 0.527256, 0.2, 0.1, 0, 0.1, 0, 0.6
418, 426, 4098, 0.482921, 0.1, 0, 0.1, 0, 0.2, 0.6
419, 427, 4098, 0.46857, 0, 0.5, 0.3, 0.2, 0, 0
420, 428, 4098, 0.42858, 0.5, 0, 0.4, 0, 0.1, 0
421, 429, 4098, 0.39775, 0.3, 0, 0.4, 0.1, 0.2, 0
422, 430, 4098, 0.418159, 0, 0, 0.1, 0, 0.7, 0.2
423, 431, 4098, 0.464278, 0, 0.4, 0.4, 0.1, 0, 0.1
424, 432, 4098, 0.424661, 0, 0.1, 0.1, 0, 0.5, 0.3
425, 433, 4098, 0.486903, 0, 0.2, 0, 0.4, 0.4, 0
426, 434, 4098, 0.480368, 0, 0.2, 0.1, 0, 0, 0.7
427, 435, 4098, 0.499703, 0, 0.2, 0, 0.1, 0, 0.7
428, 436, 4098, 0.497446, 0.2, 0.5, 0.2, 0.1, 0, 0
429, 437, 4098, 0.540776, 0.1, 0, 0, 0.5, 0, 0.4
430, 438, 4098, 0.476681, 0, 0.3, 0.1, 0.2, 0.4, 0
431, 439, 4098, 0.536881, 0.5, 0.1, 0, 0, 0.2, 0.2
432, 440, 4098, 0.410116, 0, 0, 0.1, 0.2, 0.7, 0
433, 441, 4098, 0.502275, 0.1, 0.8, 0.1, 0, 0, 0
434, 442, 4098, 0.472539, 0, 0.4, 0.1, 0, 0.3, 0.2
435, 443, 4098, 0.437497, 0, 0.3, 0.4, 0.1, 0, 0.2
436, 444, 4098, 0.435318, 0.3, 0, 0.2, 0, 0.1, 0.4
437, 445, 4098, 0.435689, 0, 0, 0.1, 0, 0.4, 0.5
438, 446, 4098, 0.510675, 0, 0.6, 0, 0.1, 0.2, 0.1
439, 447, 4098, 0.424, 0, 0.2, 0.3, 0, 0.4, 0.1
440, 448, 4098, 0.507349, 0.4, 0.1, 0, 0, 0.2, 0.3
441, 450, 4098, 0.509058, 0.3, 0, 0, 0.3, 0.1, 0.3
442, 451, 4098, 0.427581, 0.4, 0, 0.1, 0.1, 0.4, 0
443, 452, 4098, 0.433951, 0.2, 0.1, 0.6, 0, 0.1, 0
444, 453, 4098, 0.474451, 0.1, 0, 0.1, 0.1, 0, 0.7
445, 454, 4098, 0.476291, 0.7, 0.1, 0.1, 0.1, 0, 0
446, 455, 4098, 0.429764, 0.4, 0, 0.1, 0, 0.3, 0.2
447, 456, 4098, 0.529959, 0.5, 0, 0, 0.5, 0, 0
448, 457, 4098, 0.462558, 0.3, 0, 0.1, 0.6, 0, 0
449, 458, 4098, 0.445356, 0.3, 0, 0.3, 0.4, 0, 0
450, 459, 4098, 0.446495, 0.2, 0.2, 0.3, 0, 0, 0.3
451, 460, 4098, 0.494135, 0.5, 0.1, 0.1, 0, 0, 0.3
452, 461, 4098, 0.489743, 0, 0, 0, 0.5, 0.3, 0.2
453, 462, 4098, 0.536619, 0, 0.4, 0, 0, 0.1, 0.5
454, 463, 4098, 0.45135, 0, 0.3, 0, 0.1, 0.5, 0.1
455, 464, 4098, 0.430414, 0, 0.1, 0, 0, 0.6, 0.3
456, 465, 4098, 0.414597, 0.1, 0, 0.5, 0.1, 0.3, 0
457, 466, 4098, 0.500521, 0, 0.4, 0, 0.2, 0.1, 0.3
458, 467, 4098, 0.407839, 0.1, 0.1, 0.4, 0, 0.4, 0
459, 468, 4098, 0.401866, 0.1, 0, 0.2, 0.2, 0.5, 0
460, 469, 4098, 0.531698, 0, 0.5, 0, 0.2, 0, 0.3
461, 470, 4098, 0.452954, 0.2, 0, 0.1, 0.6, 0.1, 0
462, 471, 4098, 0.503914, 0.3, 0, 0, 0.5, 0.2, 0
463, 472, 4098, 0.467538, 0, 0, 0, 0.3, 0.5, 0.2
464, 473, 4098, 0.461352, 0, 0.2, 0.4, 0, 0.1, 0.3
465, 474, 4098, 0.479162, 0, 0.4, 0.1, 0.3, 0, 0.2
466, 475, 4098, 0.439452, 0.1, 0.2, 0.5, 0, 0.2, 0
467, 476, 4098, 0.484513, 0, 0.5, 0.1, 0.4, 0, 0
468, 477, 4098, 0.437863, 0, 0.1, 0, 0, 0.7, 0.2
469, 478, 4098, 0.48554, 0, 0.2, 0.2, 0.5, 0.1, 0
470, 479, 4098, 0.477834, 0.3, 0, 0.1, 0, 0, 0.6
471, 480, 4098, 0.468336, 0.1, 0, 0, 0, 0.2, 0.7
472, 481, 4098, 0.513051, 0, 0.1, 0, 0.7, 0, 0.2
473, 482, 4098, 0.533748, 0.3, 0.4, 0, 0, 0, 0.3
474, 483, 4098, 0.457697, 0, 0, 0.7, 0.3, 0, 0
475, 484, 4098, 0.480162, 0, 0, 0.2, 0.3, 0, 0.5
476, 485, 4098, 0.569722, 0.4, 0.3, 0, 0, 0, 0.3
477, 486, 4098, 0.493108, 0.6, 0, 0, 0.1, 0.1, 0.2
478, 487, 4098, 0.42011, 0, 0.1, 0.3, 0.1, 0.5, 0
479, 488, 4098, 0.469291, 0, 0.1, 0.7, 0.1, 0.1, 0
480, 489, 4098, 0.495776, 0, 0.4, 0.4, 0.2, 0, 0
481, 490, 4098, 0.497696, 0.2, 0, 0, 0.6, 0.1, 0.1
482, 491, 4098, 0.463481, 0.5, 0, 0.1, 0.1, 0.3, 0
483, 492, 4098, 0.484335, 0, 0.6, 0.1, 0, 0.2, 0.1
484, 493, 4098, 0.452, 0, 0.1, 0.4, 0, 0.2, 0.3
485, 494, 4098, 0.429659, 0, 0.3, 0.5, 0, 0.1, 0.1
486, 495, 4098, 0.492539, 0, 0.1, 0, 0.4, 0, 0.5
487, 496, 4098, 0.460373, 0.3, 0.3, 0.2, 0, 0.2, 0
488, 497, 4098, 0.443788, 0.1, 0.2, 0.6, 0, 0, 0.1
489, 498, 4098, 0.552502, 0, 0.8, 0.1, 0, 0, 0.1
490, 499, 4098, 0.550264, 0.1, 0.7, 0, 0.2, 0, 0
491, 500, 4098, 0.493929, 0.4, 0, 0, 0.3, 0.2, 0.1
492, 501, 4098, 0.510973, 0.4, 0.3, 0, 0.2, 0.1, 0
493, 502, 4098, 0.465567, 0, 0, 0.3, 0.2, 0.3, 0.2
494, 503, 4098, 0.602256, 0.1, 0, 0, 0.6, 0, 0.3
495, 504, 4098, 0.526009, 0.1, 0.6, 0, 0.1, 0.2, 0
496, 505, 4098, 0.528521, 0.5, 0.2, 0, 0.2, 0.1, 0
497, 506, 4098, 0.486578, 0.5, 0.3, 0.2, 0, 0, 0
498, 507, 4098, 0.483621, 0.4, 0, 0, 0, 0.2, 0.4
499, 508, 4098, 0.454114, 0.3, 0.2, 0.2, 0, 0.3, 0
500, 509, 4098, 0.508743, 0.2, 0.3, 0, 0.1, 0.4, 0
501, 510, 4098, 0.493754, 0, 0.1, 0, 0.3, 0.5, 0.1
502, 511, 4098, 0.500016, 0.2, 0.3, 0, 0.2, 0.3, 0
503, 512, 4098, 0.451543, 0.6, 0, 0.3, 0, 0.1, 0
504, 514, 4098, 0.54848, 0, 0.3, 0, 0.2, 0.1, 0.4
505, 515, 4098, 0.512982, 0, 0.1, 0, 0.6, 0.3, 0
506, 516, 4098, 0.471609, 0.3, 0.1, 0, 0, 0.3, 0.3
507, 517, 4098, 0.437892, 0, 0, 0.7, 0, 0.1, 0.2
508, 518, 4098, 0.480831, 0, 0.1, 0.2, 0, 0.3, 0.4
509, 519, 4098, 0.52818, 0, 0.7, 0, 0.1, 0.1, 0.1
510, 520, 4098, 0.499539, 0.3, 0.1, 0.1, 0, 0, 0.5
511, 521, 4098, 0.532561, 0.1, 0.1, 0, 0.6, 0, 0.2
512, 522, 4098, 0.486028, 0.2, 0, 0, 0.1, 0.2, 0.5
513, 523, 4098, 0.461434, 0, 0, 0.5, 0.2, 0.1, 0.2
514, 524, 4098, 0.474498, 0, 0.5, 0.1, 0.1, 0, 0.3
515, 525, 4098, 0.505947, 0.1, 0.2, 0, 0, 0, 0.7
516, 526, 4098, 0.527858, 0.1, 0.1, 0, 0.4, 0, 0.4
517, 527, 4098, 0.460493, 0.1, 0, 0.2, 0, 0.2, 0.5
518, 528, 4098, 0.463142, 0.1, 0, 0.6, 0.1, 0, 0.2
519, 529, 4098, 0.482991, 0.4, 0.1, 0, 0, 0.3, 0.2
520, 530, 4098, 0.472341, 0, 0.4, 0.2, 0.1, 0.3, 0
521, 531, 4098, 0.45471, 0, 0, 0.3, 0.4, 0.2, 0.1
522, 532, 4098, 0.532625, 0.5, 0.5, 0, 0, 0, 0
523, 533, 4098, 0.508391, 0.1, 0.4, 0.1, 0.4, 0, 0
524, 534, 4098, 0.465394, 0, 0.4, 0.2, 0, 0, 0.4
525, 535, 4098, 0.484297, 0, 0.1, 0, 0.5, 0, 0.4
526, 536, 4098, 0.45933, 0, 0, 0.6, 0.1, 0, 0.3
527, 537, 4098, 0.452119, 0, 0.3, 0.3, 0.2, 0.2, 0
528, 538, 4098, 0.465757, 0, 0.1, 0.3, 0.4, 0.2, 0
529, 539, 4098, 0.475587, 0.3, 0.2, 0, 0, 0.4, 0.1
530, 540, 4098, 0.50776, 0, 0.2, 0.1, 0.2, 0, 0.5
531, 541, 4098, 0.465943, 0, 0, 0.4, 0.1, 0.2, 0.3
532, 542, 4098, 0.495562, 0.4, 0.3, 0, 0, 0.1, 0.2
533, 543, 4098, 0.460593, 0.1, 0, 0.6, 0.2, 0, 0.1
534, 544, 4098, 0.454066, 0, 0, 0.3, 0.5, 0.1, 0.1
535, 545, 4098, 0.450848, 0, 0.2, 0.4, 0.1, 0.3, 0
536, 546, 4098, 0.500699, 0.7, 0.2, 0, 0.1, 0, 0
537, 547, 4098, 0.429121, 0.1, 0.1, 0, 0, 0.6, 0.2
538, 548, 4098, 0.492911, 0.1, 0.5, 0.1, 0, 0.3, 0
539, 549, 4098, 0.506686, 0.2, 0.5, 0.1, 0.2, 0, 0
540, 550, 4098, 0.463555, 0.3, 0, 0.2, 0.5, 0, 0
541, 551, 4098, 0.425492, 0.2, 0, 0.7, 0, 0.1, 0
542, 552, 4098, 0.519897, 0.6, 0.3, 0, 0, 0, 0.1
543, 553, 4098, 0.5098, 0.7, 0.1, 0, 0.1, 0, 0.1
544, 554, 4098, 0.463011, 0.3, 0, 0.1, 0, 0.2, 0.4
545, 555, 4098, 0.528384, 0.3, 0.5, 0, 0.1, 0, 0.1
546, 556, 4098, 0.479892, 0, 0, 0.3, 0.1, 0.4, 0.2
547, 557, 4098, 0.502583, 0.7, 0.2, 0.1, 0, 0, 0
548, 558, 4098, 0.465726, 0, 0, 0.1, 0.6, 0.1, 0.2
549, 559, 4098, 0.465414, 0, 0.1, 0.1, 0.5, 0.3, 0
550, 560, 4098, 0.421779, 0.5, 0, 0.2, 0, 0.2, 0.1
551, 561, 4098, 0.454183, 0, 0.1, 0.6, 0, 0.1, 0.2
552, 562, 4098, 0.501787, 0, 0.1, 0.1, 0.3, 0, 0.5
553, 563, 4098, 0.473804, 0, 0, 0.3, 0.3, 0, 0.4
554, 564, 4098, 0.465768, 0, 0.1, 0.4, 0.3, 0, 0.2
555, 565, 4098, 0.421627, 0, 0.2, 0.3, 0, 0.3, 0.2
556, 566, 4098, 0.440117, 0, 0, 0.2, 0.7, 0.1, 0
557, 567, 4098, 0.516262, 0, 0, 0, 0.3, 0, 0.7
558, 568, 4098, 0.481794, 0, 0, 0.2, 0.2, 0.3, 0.3
559, 569, 4098, 0.498451, 0, 0.1, 0, 0, 0.3, 0.6
560, 570, 4098, 0.502042, 0.1, 0, 0, 0.1, 0.2, 0.6
561, 571, 4098, 0.531196, 0.6, 0.1, 0, 0.2, 0, 0.1
562, 572, 4098, 0.493989, 0.1, 0.3, 0, 0, 0.3, 0.3
563, 573, 4098, 0.461691, 0.3, 0, 0, 0, 0.3, 0.4
564, 574, 4098, 0.473097, 0, 0, 0.3, 0.1, 0.2, 0.4
565, 575, 4098, 0.559263, 0.4, 0, 0, 0.5, 0, 0.1
566, 576, 4098, 0.518189, 0, 0.2, 0, 0.2, 0.3, 0.3
567, 578, 4098, 0.495672, 0, 0.3, 0.5, 0.2, 0, 0
568, 579, 4098, 0.522241, 0, 0.4, 0, 0.3, 0.1, 0.2
569, 580, 4098, 0.48098, 0.6, 0.1, 0, 0, 0.2, 0.1
570, 581, 4098, 0.449403, 0, 0, 0.7, 0.1, 0.2, 0
571, 582, 4098, 0.541716, 0, 0.7, 0, 0.3, 0, 0
572, 583, 4098, 0.502553, 0.2, 0.3, 0.1, 0, 0, 0.4
573, 584, 4098, 0.502325, 0, 0.2, 0.2, 0.3, 0, 0.3
574, 585, 4098, 0.494006, 0, 0, 0, 0.8, 0.1, 0.1
575, 586, 4098, 0.444909, 0, 0, 0, 0.1, 0.7, 0.2
576, 587, 4098, 0.45658, 0.8, 0, 0.1, 0, 0.1, 0
577, 588, 4098, 0.427506, 0, 0, 0.1, 0.7, 0.2, 0
578, 589, 4098, 0.468635, 0, 0, 0.4, 0.2, 0, 0.4
579, 590, 4098, 0.457373, 0, 0, 0, 0, 0.7, 0.3
580, 591, 4098, 0.418061, 0, 0, 0.1, 0.1, 0.7, 0.1
581, 592, 4098, 0.521448, 0.1, 0.1, 0, 0.7, 0, 0.1
582, 593, 4098, 0.45907, 0, 0.2, 0.3, 0, 0.2, 0.3
583, 594, 4098, 0.458276, 0, 0, 0.2, 0, 0.1, 0.7
584, 595, 4098, 0.490337, 0.4, 0, 0.1, 0.1, 0, 0.4
585, 596, 4098, 0.463917, 0.1, 0, 0, 0.2, 0.5, 0.2
586, 597, 4098, 0.456194, 0.5, 0, 0.2, 0, 0, 0.3
587, 598, 4098, 0.476718, 0, 0.6, 0.2, 0, 0.1, 0.1
588, 599, 4098, 0.43337, 0, 0, 0.8, 0, 0.1, 0.1
589, 600, 4098, 0.429345, 0.3, 0.1, 0.3, 0, 0, 0.3
590, 601, 4098, 0.4628, 0.1, 0.1, 0.3, 0.5, 0, 0
591, 602, 4098, 0.45538, 0, 0, 0.1, 0.6, 0, 0.3
592, 603, 4098, 0.449832, 0.2, 0, 0.5, 0, 0, 0.3
593, 604, 4098, 0.487843, 0.3, 0.4, 0, 0.1, 0.2, 0
594, 605, 4098, 0.419287, 0.3, 0, 0.3, 0, 0.1, 0.3
595, 606, 4098, 0.451473, 0.1, 0.1, 0.6, 0, 0, 0.2
596, 607, 4098, 0.478957, 0.3, 0.1, 0, 0, 0.6, 0
597, 608, 4098, 0.526208, 0.1, 0.8, 0, 0, 0.1, 0
598, 609, 4098, 0.471465, 0.5, 0, 0, 0.2, 0.3, 0
599, 610, 4098, 0.458408, 0.6, 0, 0.2, 0.1, 0, 0.1
600, 611, 4098, 0.442575, 0.1, 0, 0, 0, 0.1, 0.8
601, 612, 4098, 0.402889, 0.3, 0, 0.2, 0.1, 0.4, 0
602, 613, 4098, 0.517385, 0.5, 0.2, 0.1, 0.2, 0, 0
603, 614, 4098, 0.52598, 0.5, 0.4, 0, 0.1, 0, 0
604, 615, 4098, 0.473, 0.6, 0.2, 0.1, 0, 0.1, 0
605, 616, 4098, 0.455709, 0.1, 0.1, 0.5, 0, 0, 0.3
606, 617, 4098, 0.418716, 0.3, 0, 0.6, 0, 0.1, 0
607, 618, 4098, 0.441102, 0.4, 0, 0.1, 0.3, 0.2, 0
608, 619, 4098, 0.567881, 0.5, 0.3, 0, 0, 0, 0.2
609, 620, 4098, 0.555615, 0.1, 0.8, 0, 0, 0, 0.1
610, 621, 4098, 0.504186, 0.2, 0, 0, 0, 0.1, 0.7
611, 622, 4098, 0.500664, 0.1, 0.5, 0, 0, 0.4, 0
612, 623, 4098, 0.471586, 0.1, 0.1, 0.2, 0, 0, 0.6
613, 624, 4098, 0.455957, 0, 0.1, 0, 0.2, 0.1, 0.6
614, 625, 4098, 0.406485, 0.2, 0, 0.4, 0, 0.4, 0
615, 626, 4098, 0.487116, 0.2, 0.5, 0.1, 0, 0.2, 0
616, 627, 4098, 0.454309, 0.1, 0, 0.5, 0, 0, 0.4
617, 628, 4098, 0.484847, 0, 0, 0, 0.2, 0.3, 0.5
618, 629, 4098, 0.481962, 0.3, 0, 0, 0.4, 0.2, 0.1
619, 630, 4098, 0.513714, 0.1, 0.6, 0, 0, 0, 0.3
620, 631, 4098, 0.483941, 0, 0, 0, 0, 0.3, 0.7
621, 632, 4098, 0.463623, 0, 0.3, 0, 0, 0.6, 0.1
622, 633, 4098, 0.536992, 0.2, 0, 0, 0.3, 0, 0.5
623, 634, 4098, 0.508945, 0, 0.1, 0, 0.8, 0.1, 0
624, 635, 4098, 0.421739, 0, 0.3, 0.2, 0, 0.3, 0.2
625, 636, 4098, 0.478099, 0, 0, 0.1, 0.1, 0, 0.8
626, 637, 4098, 0.479818, 0.1, 0.5, 0.3, 0.1, 0, 0
627, 638, 4098, 0.475453, 0.6, 0.1, 0.2, 0.1, 0, 0
628, 639, 4098, 0.482393, 0, 0.1, 0.1, 0.6, 0, 0.2
629, 640, 4098, 0.456849, 0, 0.1, 0.2, 0.5, 0.2, 0
630, 642, 4098, 0.517982, 0.4, 0.2, 0, 0.4, 0, 0
631, 643, 4098, 0.446081, 0.3, 0, 0.2, 0.4, 0.1, 0
632, 644, 4098, 0.461386, 0, 0, 0.4, 0, 0, 0.6
633, 645, 4098, 0.474958, 0, 0.6, 0.1, 0.1, 0, 0.2
634, 646, 4098, 0.431951, 0, 0.2, 0.3, 0, 0.5, 0
635, 647, 4098, 0.590337, 0.1, 0.7, 0, 0, 0.2, 0
636, 648, 4098, 0.566515, 0.4, 0.4, 0, 0, 0.1, 0.1
637, 649, 4098, 0.464016, 0.4, 0, 0, 0, 0.4, 0.2
638, 650, 4098, 0.501881, 0.3, 0, 0, 0.6, 0.1, 0
639, 651, 4098, 0.45544, 0, 0, 0.9, 0.1, 0, 0
640, 652, 4098, 0.455414, 0.1, 0, 0, 0.1, 0.3, 0.5
641, 653, 4098, 0.482827, 0, 0, 0, 0.1, 0.5, 0.4
642, 654, 4098, 0.472647, 0.1, 0.4, 0.4, 0.1, 0, 0
643, 655, 4098, 0.478644, 0, 0.3, 0.2, 0.1, 0, 0.4
644, 656, 4098, 0.524609, 0.1, 0.4, 0, 0, 0.3, 0.2
645, 657, 4098, 0.465116, 0.1, 0.2, 0, 0, 0.6, 0.1
646, 658, 4098, 0.507266, 0.1, 0.3, 0.1, 0.5, 0, 0
647, 659, 4098, 0.507382, 0, 0.2, 0, 0.2, 0.1, 0.5
648, 660, 4098, 0.504228, 0, 0.5, 0, 0.2, 0.2, 0.1
649, 661, 4098, 0.446278, 0.2, 0.1, 0, 0, 0.5, 0.2
650, 662, 4098, 0.498495, 0.1, 0.3, 0, 0.4, 0, 0.2
651, 663, 4098, 0.44606, 0.1, 0, 0.2, 0.7, 0, 0
652, 664, 4098, 0.498649, 0.3, 0.3, 0, 0.1, 0.3, 0
653, 665, 4098, 0.492013, 0, 0.5, 0, 0.3, 0.2, 0
654, 666, 4098, 0.427528, 0, 0, 0.2, 0.1, 0.6, 0.1
655, 667, 4098, 0.474706, 0, 0, 0.2, 0.3, 0.3, 0.2
656, 668, 4098, 0.480182, 0.4, 0.2, 0, 0.1, 0.3, 0
657, 669, 4098, 0.429317, 0, 0.2, 0.3, 0.2, 0.3, 0
658, 670, 4098, 0.44811, 0.1, 0, 0.3, 0.5, 0.1, 0
659, 671, 4098, 0.527105, 0.5, 0, 0, 0.3, 0, 0.2
660, 672, 4098, 0.497324, 0, 0.2, 0.3, 0.2, 0, 0.3
661, 673, 4098, 0.468814, 0.2, 0.1, 0, 0.1, 0.6, 0
662, 674, 4098, 0.467667, 0, 0, 0.2, 0, 0.3, 0.5
663, 675, 4098, 0.46409, 0.1, 0.4, 0.2, 0, 0.3, 0
664, 676, 4098, 0.455491, 0.5, 0, 0.1, 0.4, 0, 0
665, 677, 4098, 0.467799, 0.7, 0, 0.1, 0, 0.2, 0
666, 678, 4098, 0.482898, 0.2, 0, 0, 0.4, 0.3, 0.1
667, 679, 4098, 0.47476, 0, 0, 0, 0.6, 0.1, 0.3
668, 680, 4098, 0.534111, 0.2, 0.5, 0, 0.1, 0.2, 0
669, 681, 4098, 0.49979, 0.3, 0.3, 0, 0.3, 0, 0.1
670, 682, 4098, 0.423407, 0, 0.1, 0.1, 0, 0.8, 0
671, 683, 4098, 0.482348, 0, 0.1, 0.1, 0, 0.1, 0.7
672, 684, 4098, 0.479619, 0, 0, 0, 0.3, 0.1, 0.6
673, 685, 4098, 0.41452, 0.4, 0, 0.3, 0, 0.1, 0.2
674, 686, 4098, 0.412386, 0.2, 0, 0.4, 0, 0.3, 0.1
675, 687, 4098, 0.479488, 0.3, 0, 0.2, 0.2, 0, 0.3
676, 688, 4098, 0.454897, 0, 0.1, 0, 0, 0.5, 0.4
677, 689, 4098, 0.461084, 0, 0, 0.3, 0.5, 0, 0.2
678, 690, 4098, 0.496174, 0.4, 0.1, 0, 0.4, 0.1, 0
679, 691, 4098, 0.425085, 0, 0.2, 0.5, 0, 0.3, 0
680, 692, 4098, 0.489039, 0.2, 0, 0, 0.2, 0.1, 0.5
681, 693, 4098, 0.45308, 0, 0, 0.2, 0.3, 0.4, 0.1
682, 694, 4098, 0.464773, 0, 0, 0.7, 0.1, 0, 0.2
683, 695, 4098, 0.474564, 0, 0.2, 0, 0.2, 0.5, 0.1
684, 696, 4098, 0.508106, 0.2, 0.2, 0, 0.3, 0.3, 0
685, 697, 4098, 0.471815, 0, 0.1, 0.7, 0, 0, 0.2
686, 698, 4098, 0.576554, 0.7, 0, 0, 0.1, 0, 0.2
687, 699, 4098, 0.518155, 0.2, 0.3, 0, 0, 0.1, 0.4
688, 700, 4098, 0.511599, 0.1, 0.6, 0.1, 0.2, 0, 0
689, 701, 4098, 0.492707, 0.2, 0.1, 0, 0, 0.2, 0.5
690, 702, 4098, 0.497471, 0.4, 0.2, 0, 0, 0.1, 0.3
691, 703, 4098, 0.403032, 0.2, 0, 0.6, 0.1, 0.1, 0
692, 704, 4098, 0.407379, 0.3, 0, 0.3, 0.3, 0.1, 0
693, 706, 4098, 0.601281, 0.3, 0.7, 0, 0, 0, 0
694, 707, 4098, 0.541343, 0, 0.3, 0.1, 0.4, 0.2, 0
